text,clean,개인지칭,기타혐오,성별,성소수자,악플욕설,연령,인종국적,종교,지역
우리회사 여직원 뽑을때 얼굴 제일 먼저 보긴하는듯.,0,0,1,0,0,0,0,0,0,0
게이는 생식기에 똥묻어서 더럽지,0,0,0,0,1,0,0,0,0,0
"늙은년놈들 클럽 출입 제한해야 한다니까, 이곳 물 흐리니까.",0,0,0,0,0,0,1,0,0,0
시각장애인도 앞이 흐릿하게는 보인다.,1,0,0,0,0,0,0,0,0,0
쪽바리나 짱깨들이나 거기서 거기지 ㅉㅉㅉ,0,0,0,0,0,0,0,1,0,0
학벌이 좋으면 머함 인성이 싹 그지인데,0,0,1,0,0,0,0,0,0,0
배에 타이어 둘렀네,0,0,1,0,0,0,0,0,0,0
요즘 젊은것들 별로 아는것도 없어 ㅋ,0,0,0,0,0,0,1,0,0,0
ㅈ만한 나라에서 뭔 남의동네 욕이고 ㅉ 그놈이 그놈이지..,0,0,0,0,0,1,0,0,0,0
비건들 대체육 먹네 고기 못 잊었니,0,0,1,0,0,0,0,0,0,0
와우 진짜 상판때기 원숭이보다 못생겼네 진화가 덜 됐냐? 리얼 와꾸 주먹으로 쳐가지고 성형시켜주고싶누,0,0,1,0,0,1,0,0,0,0
30살도 새로시작하기에 늦지 않아요,1,0,0,0,0,0,0,0,0,0
솔직히 그 학교는 지잡이지. 수도권이라고 해봤자 이름 말 했을 때 한번에 알아듣는 사람이 있음?? 그런 학교도 수도권이라고 깝치는거 진짜 웃김,0,0,1,0,0,0,0,0,0,0
이해력이 장애자 수준이다 ㅋㅋ,0,0,1,0,0,0,0,0,0,0
라면이 뭐가 좋다고 그렇게 먹어대?,1,0,0,0,0,0,0,0,0,0
남자가 반바지에 화장이라? 꼬라지를 보니 딱봐도 게이네~ 그렇게 게이마냥 문란하게 살면 에이즈걸려서 지옥간다고 하더라,0,0,0,0,1,0,0,0,0,0
컴공도 아니면서 뭔 프로그래밍을 한다고 ㅋㅋㅋ 지 전공도 제대로 못하면서 . 하긴 자기 전공 살려 일하면서 전문성 있다고 할만한 사람이 몇이나 되겠어,0,0,1,0,0,0,0,0,0,0
그러지 말자 우주에서 보면 다 한 마을이야 외계인 앞에서 우리는 모두 한 종족,1,0,0,0,0,0,0,0,0,0
일본 사람들은 락 음악을 선호하는 경향이 있음.,1,0,0,0,0,0,0,0,0,0
하 슈벌탱 이래서 고졸따리 새끼들이 안된다니까 뇌에 우동사리만 가득 차가지고 개 빡대가리 새끼들,0,0,1,0,0,1,0,0,0,0
자기 입으로 여자라고 떠들면 뭐해 얼굴선이 완전 남자 같아,0,0,1,0,0,0,0,0,0,0
머리는 텅텅 빈것이 평생 남들 돈이나 감정 빨아 먹으면서 기생충 처럼 살거라.,0,0,0,0,0,1,0,0,0,0
전라도 애들이랑은 겸상하지 말자 존나 홍어 냄새남,0,0,0,0,0,0,0,0,0,1
남자분들에게도 잘 어울리는 귀걸이.,1,0,0,0,0,0,0,0,0,0
문과 선택해서 뭐하게? 나중에 문송합니다 외치면서 치킨집 차리게? ㅋㅋㅋ 이래서 문과 새끼들이랑은 지능 딸려서 대화가 안된다니까~,0,0,1,0,0,1,0,0,0,0
그렇게 칼로리 높은 음식만 골라 먹으니 살이 찌지,0,0,1,0,0,1,0,0,0,0
고졸이라고? 그러면 씨바 나보다 연차 높다고 존댓말 했는데 개짜증나,0,0,1,0,0,0,0,0,0,0
다운증후군들도 일자리가 있나염??,0,0,1,0,0,0,0,0,0,0
어디서 다리ㅄ새키가 저런델 들어가려고해 ㅋㅋ 솔직히 저런사람들이랑 같은 공간에 있는것도 싫음,0,0,1,0,0,1,0,0,0,0
여자는 집안일이나 해라,0,0,0,1,0,0,0,0,0,0
블루칼라보다 화이트칼라가 아무래도 일이 더 편하지,0,0,1,0,0,0,0,0,0,0
"서양 국가에서 왔구나, 어쩐지 마인드가 한 없이 오픈 되어있는게 시원시원하고 보는 내가 다 좋더라",0,0,0,0,0,0,0,1,0,0
아 역시 이거 논리가 없는게 문과가 설계한거네.,0,0,1,0,0,0,0,0,0,0
애 셋은 딸린 아줌만줄. 자기 관리를 저따위로 하니 모쏠이지.,0,0,1,1,0,1,0,0,0,0
어제 남친이랑 밥먹으러 레스토랑 갔거던? 근데 거기 서빙하는 사람이 진짜.. 이렇게 표현하면 좀 그렇지만 뭔가 레스토랑이랑 안맞더라.. 나름 비싼곳이었는데... 얼굴이 좀 그랬어.. 뭔가 이런곳이랑 잘 안맞는? 무슨느낌인지 알지?,0,0,1,0,0,1,0,0,0,0
요즘 페스코 하는 사람 많더라,1,0,0,0,0,0,0,0,0,0
쪽바리새끼들은 왜국으로 가서 방사능이나 맞고있어라~,0,0,0,0,0,0,0,1,0,0
내 여사친 존나 못생겼는데 유학가서 외국인 남자친구 사귀더라 ㅋㅋ. 역시 김치녀 외국인만 찾는거 보소. 하긴 한국에서 한국남자 못사귀니까 외국에서 해보려는듯 ㅋ,0,0,0,1,0,0,0,1,0,0
중국이 중국한 일이네.,0,0,0,0,0,0,0,1,0,0
"잘 생긴 남자들을 옛날에는 기생 오래비같다고 비하했지만, 요즘은 그렇지 않다. 오히려 오늘날에는 그런 얼굴을 미남으로 쳐준다. 마찬가지로 키가 큰 여자를 왜장녀 같다고 흉봤지만, 현대는 키가 커야 미인이다. 미의 기준은 시대에 따라 조금씩 변한다.",1,0,0,0,0,0,0,0,0,0
레즈들은 아직 남자를 못 만나봐서 지들이 레즈라고 생각할 확률 200%,0,0,0,0,1,0,0,0,0,0
페미는 하등 쓸모없는 핵폐기물임,0,0,0,1,0,0,0,0,0,0
그 얼굴로 왜 사냐,0,0,1,0,0,1,0,0,0,0
젊은 사람이 예의도 없네 ㅉㅉ,0,0,0,0,0,1,0,0,0,0
"니 머리엔 뭐가 들어서 그런소리밖에 못하냐, 뇌사수준이네 ㅉㅉ 너같은 새끼가  정상적인 사회생활이 가능하냐",0,0,0,0,0,0,0,0,0,0
고추작은 꼬작남들은 마음의 크기도 지 거시기만하노,0,0,0,1,0,0,0,0,0,0
게이 새끼들은 잠재적 에이즈 보균자. 더러븐 넘들,0,0,0,0,1,0,0,0,0,0
전문대보다는 4년제 대학이 훨씬  좋은거죠,0,0,1,0,0,0,0,0,0,0
외모가 그 사람의 전부는 아니다.,1,0,0,0,0,0,0,0,0,0
한국인이 김치를 못먹으면 어떡해? 인생 헛살았네,0,0,1,0,0,0,0,0,0,0
못생긴 애들은 집에만 있어야돼,0,0,1,0,0,0,0,0,0,0
한국사람들은 되게 예의가 바르다,1,0,0,0,0,0,0,0,0,0
예체능 전공했는데 사무직으로 일하고있당,1,0,0,0,0,0,0,0,0,0
와 이 상황에서 술 빼는 건 인성 무슨 일?,0,0,0,0,0,0,0,0,0,0
여자애가 왜저러고다님 그러니까 쳐맞지,0,0,0,1,0,0,0,0,0,0
진짜 국어국문학과 학생들은 굶어 죽기 딱 좋다. 백수예약임.,0,0,1,0,0,0,0,0,0,0
"공대생 티 나는거 봐라, 체크무늬 셔츠에 안경 쓰고 머리 덥수룩한 건 어디 신입생 환영회 때부터 가르치는거냐?",0,0,1,0,0,0,0,0,0,0
강원도에서는 아직도 버스탈때 감자 찍고 다니냐?,0,0,0,0,0,0,0,0,0,1
너 여자 말고 남자 좋아하지? 호모 변태새끼야,0,0,0,0,1,0,0,0,0,0
아니 남자가 남자를 좋아하든 여자를 좋아하든 그게 님들이 왜 상관할 일임?,1,0,0,0,0,0,0,0,0,0
수학을 잘하는 사람은 수학과를 진학하는게 좋습니다,1,0,0,0,0,0,0,0,0,0
법을 알려면 제대로 알아 병신아. 너 때문에 우리 팀 암걸려 뒤지기 일보직전. 대가리에 총맞았냐 정신병원 알아봐줄까.,0,0,1,0,0,1,0,0,0,0
저 할머니 태극기 부대네. 늙어서 할 일 없는 틀딱들이 집회하면서 몰려다니지.,0,0,0,0,0,0,1,0,0,0
경상도 사투리는  왜 화나보이냐,0,0,0,0,0,0,0,0,0,1
얼굴이 그렇게 못생겼으면 공부라도 잘 해야지. 뭘 믿고 그렇게 지지리도 안하고 다니냐? 진짜 기가 막혀서....,0,0,1,0,0,1,0,0,0,0
남자가 치마를 입었엉,1,0,0,0,0,0,0,0,0,0
"어쩜 저렇게 작은 얼굴에 눈,코,입이 다 들어갔는지... 우리 OO아!! 앞으로도 쭉 그렇게 이뻐줭!",1,0,0,0,0,0,0,0,0,0
전라도는 왜 빨갱이가 많을까?,0,0,0,0,0,0,0,0,0,1
오늘 산책하는데 의족차고 있는 사람 봤는데 안쓰럽더라,0,0,1,0,0,0,0,0,0,0
"남자는 하늘색, 여자는 핑크색이 어울린다고 생각하는 것이야말로 고정관념이야",1,0,0,0,0,0,0,0,0,0
고졸 미만은 배달이나 해야하는거 아닌가?,0,0,1,0,0,0,0,0,0,0
근데 확실히 고졸신입들은 뭔가 딸리는게 있는거같음,0,0,1,0,0,0,0,0,0,0
흠 나이 많다고 다 어른은 아닌던데,1,0,0,0,0,0,0,0,0,0
절라디언 놈들 태세 전환하는 거 보소 걔네들 통수 치는 게 일상이노 노무딱 절라디언 습성이노,0,0,0,0,0,0,0,0,0,1
지잡 가느니 공장 노예 되는 게 낫지 않음? 어차피 졸업해도 공장엔딩인데 4년 일찍 시작하면 개이득 아니냐ㅋ,0,0,1,0,0,0,0,0,0,0
어디서 홍어 냄새 안나냐? 전라디언 티내고 있네.,0,0,0,0,0,0,0,0,0,1
지난번 만났을때보다 통통해진거 같아,1,0,0,0,0,0,0,0,0,0
학력이 대졸이던지 고졸이던지간에 그냥 사람 노릇하고 살면 되는거 같은데 아닌가.,1,0,0,0,0,0,0,0,0,0
연예인이라고 다 이쁘고 잘생긴건 아님,1,0,0,0,0,0,0,0,0,0
ㅇㅇ은 개그맨이랑 닮았어,1,0,0,0,0,0,0,0,0,0
엄마면 애 돌보는 거 당연한 거지 뭘 자꾸 독박육아 공동육아 운운하냐,0,0,0,1,0,0,0,0,0,0
틱장애냐? 발작을 하네,0,0,1,0,0,0,0,0,0,0
요즘 생물하는놈들 그게 과학이냐 달달 외워가지고 암기만 하는거.,0,0,1,0,0,0,0,0,0,0
목이 따끔거리는데 감기아니겠지,1,0,0,0,0,0,0,0,0,0
계속 차별당한다고 찡찡거리지 좀 말고 너네도 군대 갔다와,0,0,0,1,0,0,0,0,0,0
대학교 진학하여 전공 분야에 더 많은 지식을 쌓을 수 있습니다,1,0,0,0,0,0,0,0,0,0
비건이라고 존나 까다롭게구네 짜증나,0,0,1,0,0,1,0,0,0,0
나 성형하려고 하는 데 얼평 좀,1,0,0,0,0,0,0,0,0,0
틀딱들은 제발 집에좀 있었음 좋겠다,0,0,0,0,0,0,1,0,0,0
대구가 고향입니다.,1,0,0,0,0,0,0,0,0,0
"절름발이처럼 왜 그렇게 걸어, 똑바로 걸어!",0,0,1,0,0,0,0,0,0,0
너는 미개하게 이런 걸 먹냐,0,0,1,0,0,0,0,0,0,0
흑인 피지컬이 지리지... 운동 신경은 타고 났다,0,0,0,0,0,0,0,1,0,0
누가 누군지 모르겠네 메이드인 어느 병원이고,1,0,0,0,0,0,0,0,0,0
어린애들은 생각이 짧아서 생각도 없이 막 얘기하는거야 무시하면돼,0,0,0,0,0,0,1,0,0,0
대학도 안 다녔으니까 그것도 못하지,0,0,1,0,0,0,0,0,0,0
법대 나와서 고루한 면이 있는것같아,0,0,1,0,0,0,0,0,0,0
비건하는 애들은 페미랑 같이 싹다 죽여야함,0,0,1,1,0,0,0,0,0,0
얼굴에 재생 테이프를 붙이고 계셔서 점을 빼신줄 알았어요,1,0,0,0,0,0,0,0,0,0
"분란글/ 성적 지향, 성 정체성, 성별 표현을 농담의 소재나 비하의 표현으로 사용하는 것",1,0,0,0,0,0,0,0,0,0
고졸이냐 대졸이냐 보다 전문성으로 평가하면 얼마나 좋아. 유럽에선 굴뚝 청소하고 배관 고치고 하는 사람 엄청 돈 많이 번대.,1,0,0,0,0,0,0,0,0,0
"사회에서 나이, 신분은 중요하지 않고 오직 자신의 행동으로 평가를 받는다.",1,0,0,0,0,0,0,0,0,0
페미니스트 외치는 사람치고 제대로 생긴 사람 못봄,0,0,0,1,0,0,0,0,0,0
평생 돼지고기의 맛을 모르고 죽는다니 참 불쌍한 사람들 아니냐..,1,0,0,0,0,0,0,0,0,0
사고로 하반신마비가 되겠네요,1,0,0,0,0,0,0,0,0,0
문과라 계산 잘 못하냐?,0,0,1,0,0,0,0,0,0,0
나이가 많던 적던지 간에 자기 본분만 잘 지키면 된다고 본다.,1,0,0,0,0,0,0,0,0,0
나이가 들면 떠들썩한 도시보단 조용한 시골에서 살고 싶구나,1,0,0,0,0,0,0,0,0,0
"고학력자여도 개념없는 사람 많고, 못배워도 인성 훌륭한 사람 많다",1,0,0,0,0,0,0,0,0,0
경주는 경상도에 있는거죠? 전라도나 경기도에 있는 도시가 아니고요? 제가 알고 있는 것이 확실 한가요? 대답해 주세요.,1,0,0,0,0,0,0,0,0,0
순대는 고춧가루에 찍어먹어야 제맛이지 소금은 잘 모르는 사람들이나 찍어먹는거야,0,0,1,0,0,0,0,0,0,0
마트에 ADHD 환자 좀 데려오지마,0,0,1,0,0,0,0,0,0,0
90년대생은 퇴사도 쉽게 한다던데 끈기가 없어서 그런가.,1,0,0,0,0,0,0,0,0,0
살좀 빼라 돼지같이 그러지 말고,0,0,1,0,0,0,0,0,0,0
황인종은 다리도 짧고 힘도 약하고 뭐 하나 잘하는게 없네,0,0,0,0,0,0,0,1,0,0
너보다 더 어린 사람도 일을 이렇게 꼼꼼하게 잘하는데 넌 나이 쳐먹어가지고 이게 뭐냐? 일을 잘하고 못하고를 떠나서 좀 성의있게 해야지. 고졸 갓 졸업한 사람 보다는 나아야 될 거 아냐? 다시 기회 한 번 줄테니까 잘 좀 해봐!,0,0,0,0,0,0,1,0,0,0
나 좀 결정장애 있는 듯 오늘도 카페가서 뭐 마실 지 한참 고민함 . .,1,0,0,0,0,0,0,0,0,0
개고기먹는 인간들은 야만인 이야!,0,0,1,0,0,0,0,0,0,0
요즘애들은 언어능력 딸려서 말도 잘 못하고 다 장애있다고 해도 되는거 아님?,0,0,1,0,0,0,1,0,0,0
처음 부산갔을때 사람들이 싸우는줄 알고 움찔했다고 ㅋㅋㅋ 근데 그게 그냥 일반적인 억양인거라며? 귀에서 피나는줄 ㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
어제 다리를 다쳐서 다리를 절둑거리며 일하느라 고생했다.,1,0,0,0,0,0,0,0,0,0
근데 확실한건 비전공자들이 혼자서 아무리 열심히 했다고 해도 전공자들이 학교에서 배운 기초지식에 기반한 경험을 따라 갈 수 는 없음.,1,0,0,0,0,0,0,0,0,0
요즘은 글로벌 시대라서 그런지 다양한 인종들이 모두 가족처럼 연결되어 있는 것 같은 느낌이 들어 좋은 것 같아요,1,0,0,0,0,0,0,0,0,0
연예인들 얼굴로 평가질하는 것들 분명 오타쿠같이 생긴 놈들일거임,0,0,1,0,0,0,0,0,0,0
전라도 빨갱이들은 개노답,0,0,0,0,0,0,0,0,0,1
넌 얼굴에 곰팡이 꽃 피었냐? 뭐가 그렇게 얼굴에 많아,0,0,1,0,0,1,0,0,0,0
이게 대학생의 어휘력이라니 ? 고졸이 썻다해도 믿겠다 ㅋ,0,0,1,0,0,0,0,0,0,0
아니 무슨 바위도 깨서 씹어먹게 생겼구먼 왜 맨날 약한 척??,0,0,1,0,0,1,0,0,0,0
너는 살만 빼면 참 예쁠텐데.,0,0,1,0,0,0,0,0,0,0
말하는 수준 보니 머리 깨졌네,0,0,1,0,0,0,0,0,0,0
으휴 지잡대 다니는게 자랑이냐 그러니까 이모양이지,0,0,1,0,0,1,0,0,0,0
하여튼 한남들 찌질하기는..,0,0,0,1,0,1,0,0,0,0
개를 먹다니 식인종하고 뭐가 틀리냐,0,0,1,0,0,0,0,0,0,0
좀 골고루 드세요 제발,1,0,0,0,0,0,0,0,0,0
누가 늙은이 아니랄까봐 개꼰대짓하네 ㅉ,0,0,0,0,0,0,1,0,0,0
"ㅋㅋㅋ 아놔...
꼴에 그것도 대학이라고 지잡대나 고졸이나 한끗차이 아냐? ㅋㅋㅋ",0,0,1,0,0,1,0,0,0,0
탕수육 찍먹이랑 겸상안해,0,0,1,0,0,0,0,0,0,0
다이어트한다고 하루종일 방울 토마토만 먹길래 그러면 오래 못간다고 함,1,0,0,0,0,0,0,0,0,0
외모는 사채학과 나온거같이 생겼네,0,0,1,0,0,0,0,0,0,0
용모단정이라는 말을 모르는건지 어떻게 쌩얼로 출근할 수가 있지?,0,0,1,0,0,0,0,0,0,0
"그냥 틀딱이지 말 하는 태도나 행동만 보면 나오지 틀딱인지 
저러니 어딜가나 틀딱 소리 듣는 거임
어디 우리 말 일이라도 들어주나 지들 잘난 맛에 사는 인간들 에휴",0,0,0,0,0,0,1,0,0,0
이번 황사의 주 요인은 몽골이라는 중국 언론의 보도는 신뢰가 가지 않는다. 원인을 다른 곳에서 찾으려 하기보다 주 요인을 파악하고 해결하려는 모습을 보이는 것이 최우선이다.,1,0,0,0,0,0,0,0,0,0
이번에 들어온 신입이 고학력자거든? 그럼 뭐함 복사기 작동법부터 배워야하는데 ㅋ 처음에는 학벌가지고는 절대 티가 안나더만 ㅋㅋ,0,0,1,0,0,0,0,0,0,0
난쟁이 똥자루같은 새끼가 얼굴은 슈렉같이 생겨서,0,0,1,0,0,1,0,0,0,0
제주도는 겨울에도 따뜻하네요,1,0,0,0,0,0,0,0,0,0
"하계,동계 방학때는 대학생, 대졸자들이 몰리는데 굳이 고졸자는 뽑을 필요가 있을까?",0,0,1,0,0,0,0,0,0,0
쪽바리들 덧니 난 것 좀 봐라.,0,0,0,0,0,0,0,1,0,0
달팽이의 살은 단백질이라서 좋은 영양소 공급원이기에 프랑스 외 그 주변국에서도 많이 즐겨 먹고 있다.,1,0,0,0,0,0,0,0,0,0
이젠 서울권 대학 빼고는 나머지 다 지잡대야 이것들아,0,0,1,0,0,0,0,0,0,0
지잡대애들 군기잡는건 멍천ㅇ해서임.,0,0,1,0,0,0,0,0,0,0
여자라는 자각은 있는거냐? 그렇게 다 보라고 벌리고 다니면서 왜 남자탓이야!!,0,0,0,1,0,0,0,0,0,0
고졸이 뭐 제대로 아는게 있겠어?,0,0,1,0,0,0,0,0,0,0
공대생들은 모쏠이 많더라고,0,0,1,0,0,0,0,0,0,0
아 비건이라고? 대단한 환경보호가 납셨네ㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
아무래도 서울애들 말하는 건 좀 오글거려,0,0,0,0,0,0,0,0,0,1
동성애는 정신병이야. 정신병원에 가둬야해,0,0,0,0,1,0,0,0,0,0
고졸따리==원숭이 지능 쌉인정 고졸하는 새끼들 치고 제정신인 애들 못봤음 고졸은 믿고 걸러야함,0,0,1,0,0,0,0,0,0,0
채식은 무식. 몸 다 망가지는데 왜함,0,0,1,0,0,0,0,0,0,0
수학도 쪼또 못하는 것들이 어따대고 이공계 무시하고 지랄이냐? 손가락 다 잘라버리면 산수 가능하기나 하것냐?,0,0,1,0,0,1,0,0,0,0
홍어 안먹는다고 큰일나는 것도 아니고 자기 선택인데 뭐라고 할 것도 아님,1,0,0,0,0,0,0,0,0,0
이 장애인 새끼가 게임을 발로하나? 너때메 지금 암걸림,0,0,1,0,0,1,0,0,0,0
샐러드만 먹는다고 살이 빠지겠어요?,1,0,0,0,0,0,0,0,0,0
제주도에서 먹은 물회 진짜 맛있었어.,1,0,0,0,0,0,0,0,0,0
니가 그러니까 그런 촌구석에 쳐박혀 사는거야. 이촌놈아!,0,0,0,0,0,0,0,0,0,1
다른 사람에 외모나 성격을 욕하는 것은 결국 자신의 자존감의 결여로 인한 문제라고 생각되고 요즘 보게 되는 무개념적인 댓글로 징계를 먹을때 겸허하게 받아드려야한다고 생각됨,1,0,0,0,0,0,0,0,0,0
아메리카 흑인들은 아프리카에서 강제 이주를 당한 조상들의 후손입니다. 어쩌면 차별로 인한 피해의식이 내재되어있을 수도 있지요. 그렇다고 해서 그들을 피부색이 검다고 모두 피해의식을 갖고있다고 단정해서는 안됩니다. 하지만 차별받았던 흑인들이 아시아인들을 차별하는 것은 언어도단이라고 생각합니다. 흑인이 아시아인 보다 낮은 성적을 거두는 것은 다 아는 사실 아닌가요?,1,0,0,0,0,0,0,0,0,0
"채식하지마, 니들땜에 불편해",0,0,1,0,0,0,0,0,0,0
조권이 신은 킬힐 예쁘다 나도 살까,1,0,0,0,0,0,0,0,0,0
계란에 노른자 빼고 먹는다고 살 안빠진다. 다 먹어라.,1,0,0,0,0,0,0,0,0,0
"깜둥이나 흰둥이나 다 그게 그거지. 
무식한 것들 좀 많은줄 압니까? 정신 차리세요. ",0,0,0,0,0,0,0,1,0,0
귀가 잘 안 들려서 자꾸 눈을 찡그렸구나 앞으로 청각장애인 만나면 입 모양 크게 해야 겠다,1,0,0,0,0,0,0,0,0,0
ㅋㅋㅋ 머리카락이 없어서 생각도 없는거야?,0,0,1,0,0,0,0,0,0,0
딸도 좋고 아들도 좋고 잘 키우는게 중요함,1,0,0,0,0,0,0,0,0,0
고졸스럽다 수준이,0,0,1,0,0,0,0,0,0,0
회식자리에서 술 왜 억지로 먹여 틀딱이여 ? 지금이 어느시댄데 남겻네 마네야,0,0,0,0,0,0,1,0,0,0
저 새끼 태어날때부터 소아마비라서 다리 존나 쩔뚝거리네. 꼴보기 싫다 진짜.,0,0,1,0,0,1,0,0,0,0
게임을 만드는 일은 대학을 나오지 않아도 할 수 있다.,1,0,0,0,0,0,0,0,0,0
자기가 채식주의자라고 자기 자식한테도 채식을 강요하는 건 아닌거 같다,1,0,0,0,0,0,0,0,0,0
얼굴에 분화구가 생겼네요.,0,0,1,0,0,1,0,0,0,0
흑수저는 암만 해봐야 영원한 흑수저야,0,0,1,0,0,0,0,0,0,0
얼굴 좀 안되는 것들은 춤도 못추면서 몸만 비틀면 다되냐.,0,0,1,0,0,1,0,0,0,0
쟤는 어릴때 놀다가 다쳐서 손가락이 조금 휘었대,1,0,0,0,0,0,0,0,0,0
메갈들 손가락이 뚱뚱해서 공감 누르려 해도 비공 누르는 듯,0,0,1,1,0,0,0,0,0,0
요즘 길거리 지나가다보면 머리가 긴 남자들이 많던데 나름 분위기 있고 좋은 듯?,1,0,0,0,0,0,0,0,0,0
바보냐? 장애인이 따로 없네!,0,0,1,0,0,1,0,0,0,0
국어국문학과는 졸업과 동시에 실업이라면서요?,0,0,1,0,0,0,0,0,0,0
그 나이에 아르바이트하는게 참 자랑이다.,0,0,1,0,0,1,0,0,0,0
절라도 축생들은 사람의 새끼가 아닙니다. 단한마리 남깂없이 모조리 박멸해야 하다,0,0,0,0,0,0,0,0,0,1
치킨 배달하는데 고객님이 분리수거 좀 해달라고 하더라.,1,0,0,0,0,0,0,0,0,0
아오 코 왜저렇게 생김 한대 쥐어박고싶게 생겼네,0,0,1,0,0,1,0,0,0,0
팔 다리 없으니까 애벌레 기어가는 거 같네,0,0,1,0,0,0,0,0,0,0
으 성형 겁나 많이했나봐,0,0,0,0,0,1,0,0,0,0
주과장님은 웜톤계열이라 오늘 입은 쿨톤색상은 안어울려여,1,0,0,0,0,0,0,0,0,0
채식한다고 나대는 새끼들치고 뒤에서 고기안먹는새끼들 없더라 ㅋㅋ 응 보신탕 맛있다 ㅋㅋ,0,0,1,0,0,0,0,0,0,0
편두통으로 머리가 쑤셔서 도저히 집중을 못하겠어,1,0,0,0,0,0,0,0,0,0
흑인 노예 새끼들,0,0,0,0,0,0,0,1,0,0
맞춤법 좀 제발 ㅋㅋ 가방끈이 짧으면 티가 난다니까,0,0,1,0,0,1,0,0,0,0
장애인이라면 집에나 있지 밖에는 왜 나오고 지랄이야,0,0,1,0,0,1,0,0,0,0
아 군가산점은 무슨 군캉스 개꿀인데,0,0,0,1,0,0,0,0,0,0
여드름피부보면 혐오스러움,0,0,1,0,0,0,0,0,0,0
제주도는 유네스코에 등재된 아름다운 섬이야.,1,0,0,0,0,0,0,0,0,0
헐.. 곱창을 못 먹는다고..? 인생에서 즐거움이 없겠는데?,1,0,0,0,0,0,0,0,0,0
법대나왔다고 으시대기는 허울뿐인 타이틀가지고~,0,0,1,0,0,1,0,0,0,0
살찐것들은 미련하고 멍청해보여!,0,0,1,0,0,0,0,0,0,0
아 쟤 얼굴보니까 눈 썩은거 같아 입맛이 뚝 떨어지고 토나오게 생겼네,0,0,1,0,0,1,0,0,0,0
"일본 남자놈들은 왜 이렇게 기분나쁘게 생김 하나같이 게이같이 생겻네
 왜저러고 다니는건지 이해가 안되는듯 머리 밀어 버리고 싶다
",0,0,0,0,1,0,0,1,0,0
내가 나이가 많아서 그런가,1,0,0,0,0,0,0,0,0,0
"옛말에 사랑하면 곰보자국도 보조개로 보인다고 했다. 이를 봐도 아름답다는 것이 얼마나 주관적인 것인지, 사랑이란 것은 얼마나 큰 힘을 갖고 있는지 알 수 있다. 상대의 얼굴을 이러쿵 저러쿵 하지 말라. 마음이 얼굴에 드러난다.",1,0,0,0,0,0,0,0,0,0
베지테리언들처럼 채식하면 몸에서 사리나옴.,0,0,1,0,0,0,0,0,0,0
편식하지 않고 골고루 먹어야 건강에 좋다.,1,0,0,0,0,0,0,0,0,0
채식하는 사람은 영양가있는 소고기 못먹어서 어떻게,1,0,0,0,0,0,0,0,0,0
의학계에서도 게이를 질병으로 보는 시선이 있지 않아?,0,0,0,0,1,0,0,0,0,0
바퀴벌레처럼 드글거리는 짱개들.... 짱개들만 죽어준다면 세계가 평화로워질텐데.... 착한 중국인은 뒤져버린 중국인 뿐이지.,0,0,0,0,0,0,0,1,0,0
