text,clean,개인지칭,기타혐오,성별,성소수자,악플욕설,연령,인종국적,종교,지역
깜둥이들 왜 아시아인들한테 난리임? 지들이 차별받은거 그냥 아시아인한테 푸는거 아니냐고.,0,0,0,0,0,0,0,1,0,0
"남자새끼가 무슨 화장이냐 진짜 토나오니까 화장좀 하지마
생긴게 그쪽인거같긴한데 길에서 만나면 개때리고 싶어진다. 진짜로",0,0,0,1,1,0,0,0,0,0
오늘따라 민원인들 왜 이리 지랄 발광을 하는지 알 수가 없네.,0,0,0,0,0,1,0,0,0,0
법대나왔다고 으시대기는 허울뿐인 타이틀가지고~,0,0,1,0,0,1,0,0,0,0
반찬통째 그대로 먹는 거좀 티비에 안 나오게 해라 더러워죽겠네,0,0,0,0,0,1,0,0,0,0
남자가 화장을 하니깐 게이같아 재수없어,0,0,0,1,1,0,0,0,0,0
으 급식충,0,0,0,0,0,0,1,0,0,0
쟤 진짜 게이같다. 목소리도 얇고 머리도 기르고 왜저러고 사냐 남자가. 쪽팔리게,0,0,0,0,1,0,0,0,0,0
에코백 들고 다니는 남자들은 알보고면 게이더라,0,0,0,0,1,0,0,0,0,0
화이트칼라든 블루칼라든 다들 자기 위치에서 열심히 일하고 그에 따른 적절한 보수를 받으면 그게 좋은 거 아니야?,1,0,0,0,0,0,0,0,0,0
티비에 ㅇㅇ이 나오는데 킬힐신고 여자같은 말투 쓰는게 딱 동성애자같네,0,0,0,0,1,0,0,0,0,0
흥 하면 한국인이지,1,0,0,0,0,0,0,0,0,0
똥꼬충들은 똥꼬충이라고 이마에 새기고 다녀라,0,0,0,0,1,0,0,0,0,0
여성스럽다라는 말도 이제는 그만하길,1,0,0,0,0,0,0,0,0,0
바이는 무슨 호모지 그냥,0,0,0,0,1,0,0,0,0,0
너는 왜 머리 짧게 하고다녀? 혹시 레즈는 아니지? 아니 예전에 머리 짧은 언니가 나한테 들이대다가 거절하니까 뒷담 존나 많이 하고다녀서 좀 선입견 생겼어...,0,0,0,0,1,0,0,0,0,0
채식하는 사람들이 오히려 분노지수가 더 높다고 하더라,1,0,0,0,0,0,0,0,0,0
"내가 황제가 황제 다이어트를 한다고 고기만 먹다가 다시 채식 다이어트로 바꿨는데, 나 한테는 채식이 맞는 것 같아. 황제 다이어트로 효과를 못 봤다면 식단을 바꿔 보는 것을 권해.",1,0,0,0,0,0,0,0,0,0
시골에서만 살아서 이런 거 못 먹어봤을 것 같아서,0,0,0,0,0,0,0,0,0,1
게이들은 저주받은 인생이다!,0,0,0,0,1,0,0,0,0,0
변태게이남이 내 옆에 있으면 조져버릴거야,0,0,0,0,1,0,0,0,0,0
호모나 세상에 찐사랑 응원해요,0,0,0,0,1,0,0,0,0,0
술은 각자 먹을 수 있을 만큼만 먹읍시다,1,0,0,0,0,0,0,0,0,0
늙은이들은 생각은 없고 고집만 세,0,0,0,0,0,0,1,0,0,0
머리가 짧은거 보니 레즈이신가봐요?,0,0,0,0,1,0,0,0,0,0
지방대는 수도권에 비해 수도권에 취직할 확률이 적다,0,0,0,0,0,0,0,0,0,0
호모~ 사피언스 같은 소리 하고 있네,0,0,0,0,1,0,0,0,0,0
성균관대 졸업했다던데 왜 두산에 입사를 했대? 삼성에나 가지.,1,0,0,0,0,0,0,0,0,0
벙어리는 장애인을 비하하는 의미가 들어 있으니까 벙어리 장갑 대신 손모아 장갑이라고 부르는 게 좋을 것 같아,1,0,0,0,0,0,0,0,0,0
흑인은 열등민족이다. 게르만인이 다른 민족보다 우월하다.,0,0,0,0,0,0,0,1,0,0
문과 선택해서 뭐하게? 나중에 문송합니다 외치면서 치킨집 차리게? ㅋㅋㅋ 이래서 문과 새끼들이랑은 지능 딸려서 대화가 안된다니까~,0,0,1,0,0,1,0,0,0,0
미개한 니그로들 노예나되라.,0,0,0,0,0,1,0,1,0,0
쟤 레알 레즈처럼 생겼는데 ㅉㅉㅈ,0,0,0,0,1,0,0,0,0,0
틀딱새끼들 투표못하게 집에 가둬놔라,0,0,0,0,0,0,1,0,0,0
지잡들이 연봉 타령하는건 좀... 웃다 갑니다,0,0,1,0,0,0,0,0,0,0
젓가락질 잘해야만 밥 잘먹나요~ 그냥 먹으면 되죠,1,0,0,0,0,0,0,0,0,0
동성애자들은 보기만해도 역겨워,0,0,0,0,1,0,0,0,0,0
말하는 거나 손동작이 영락없는 게이.,0,0,0,0,1,0,0,0,0,0
"남자가 남자 좋아할 수도 있고, 여자가 여자 좋아하는 게 큰 문제는 아니지요. 자연스러운 현상이고, 내가 게이로 태어난 것도 죄가 아니예요. 그런데 요즘 보면 다 큰 성인들이 조금만 우스꽝스러운 차림이나 언행을 보이는 사람만 봐도 게이같다고 놀리는 경우가 종종 있어요. 미성숙한 행동이라고 생각해요.",1,0,0,0,0,0,0,0,0,0
눈도 안보이는 봉사놈들이 길거리에 막대기나 들고 다니면서 돌아다니면 정상인들한테 피해주면서 다니는 거니까 집에만 있어라,0,0,1,0,0,1,0,0,0,0
그대는 빼박 이과생인가? 감성적으로 생각할 수가 없나봐요,0,0,1,0,0,0,0,0,0,0
쪽바리나 조센징이나 다 예전에나 글치 요새들어 누가그런말하냨ㅋㅋ,1,0,0,0,0,0,0,0,0,0
남자아이들은 전쟁놀이를 좋아해서 장난감 무기들이 집에 많아요,0,0,0,0,0,0,0,0,0,0
의학계에서도 게이를 질병으로 보는 시선이 있지 않아?,0,0,0,0,1,0,0,0,0,0
당신은 이쁜걸 좋아하고 꾸미는걸 좋아하고 치마를 입고 싶은걸 보니 여자로 태어났어야하는데 남자로 잘못 태어났네요,0,0,0,0,1,0,0,0,0,0
동성애는 정신병이야. 정신병원에 가둬야해,0,0,0,0,1,0,0,0,0,0
저 언니 너무 멋있어서 레즈될거같아,0,0,0,0,1,0,0,0,0,0
옛날과는 다르게 요즘 젊은이들은 생각이 깨어있어서 그런지 사고의 전환이 자유롭고 발상이 참 좋은것 같아요 아무래도 요즘의 시대가 추구하는게 달라져서 그런거겠죠?,1,0,0,0,0,0,0,0,0,0
늙은사람들은 고집만 세지 세상이 어떻게 돌아가는지 몰라,0,0,0,0,0,0,1,0,0,0
레즈년들은 앞으로하나? 뒤로하나?,0,0,0,0,1,0,0,0,0,0
식구란 한집에서 밥을 함께 먹는 것을 이야기 한다.,1,0,0,0,0,0,0,0,0,0
채식하는 놈들은 거들먹거리는 건 오지는데 정작 콩으로 고기 맛 내려고 노력함 ㅋ 그럴거면 고기를 먹어라,0,0,1,0,0,0,0,0,0,0
대학교 진학하여 전공 분야에 더 많은 지식을 쌓을 수 있습니다,1,0,0,0,0,0,0,0,0,0
여자들 솔직히 머리 짧으면 다 티부 티나던데 ㅋㅋㅋ 게이더 빙글빙글 돌았나 누가봐도 레쥬,0,0,0,1,1,0,0,0,0,0
역시 고졸들은 열등해서 저런 짓도 하는구만,0,0,1,0,0,0,0,0,0,0
레즈들은 아직 남자를 못 만나봐서 지들이 레즈라고 생각할 확률 200%,0,0,0,0,1,0,0,0,0,0
솔직히 남자가 저렇게 화장하고 머리기르는거 보니까 게이 맞는듯,0,0,0,0,1,0,0,0,0,0
양성애자들은 따먹을 사람도 2배네. 남자 여자 아무나 다 먹을 수 있잖아. 나도 양성애자나 할까 ㅋㅋ,0,0,0,0,1,0,0,0,0,0
친구가 교통사고를 당해 다리를 다쳐서 같이 병원에 다녀왔다,1,0,0,0,0,0,0,0,0,0
동성애를 퍼트리는 퀴어축제 옹호론자들이랑 똥꼬충 게이들은 모조리 학살해야해. 에이즈나 퍼트리는 살아있는 전염병자들임.,0,0,0,0,1,0,0,0,0,0
고양이상 얼굴 넘 매력있어요,1,0,0,0,0,0,0,0,0,0
남자는 주방에 가면 고추 떨어짐,0,0,0,1,0,0,0,0,0,0
게이도 아니고 남자끼리 손을 잡아?,0,0,0,0,1,0,0,0,0,0
짱깨들 안 뒤지냐,0,0,0,0,0,0,0,1,0,0
이건 뭐 남자도 아니고 여자도 아니고.,0,0,0,0,1,0,0,0,0,0
똥꼬충을 박멸해야 에이즈도 없어진다,0,0,0,0,1,0,0,0,0,0
저런 노망난 늙은이들은 아 밀어내야해!,0,0,0,0,0,0,1,0,0,0
집에서 집안일이나 해야할 것들이 굳이 남자들이 하는 일까지 뺏어갈려고 하는게 존나 눈꼴시려서 못보겠네 이 나라가 미쳐돌아간다,0,0,0,1,0,0,0,0,0,0
아오 저 호모새기 진짜 저런놈들 싹 청소 안되나,0,0,0,0,1,1,0,0,0,0
여자가 뭘 안다고 지껄여?,0,0,0,1,0,0,0,0,0,0
저사진 보면 정신이나갈것같아,1,0,0,0,0,0,0,0,0,0
쟤는 살 좀 빼야할거 같은데... 그렇게 잘 생긴 것도 아닌데 연기도 그닥... 뭘 믿고 캐스팅한건지 모르겠다. 연기자면 연기를 잘 해야지. 하다못해 관리라도 좀 하던가. 존나 게으른가? 관리도 안하고 무슨 자신감으로 나온건지 모르겠어. 뭔 빽이 있는건지...,0,0,1,0,0,1,0,0,0,0
아 경상도에서 오셨구나?,1,0,0,0,0,0,0,0,0,0
시발 요즘 남자아이돌은 죄다 생긴게 꼭 게이스럽네,0,0,0,0,1,1,0,0,0,0
게이들 광화문 광장에 전부 모아놓고 참수시켰으면 좋겠다,0,0,0,0,1,0,0,0,0,0
일본분들은 너무 조용해서 잘 안 들려요,0,0,0,0,0,0,0,1,0,0
동성애자한테 별다른 감정은 없는데 내 친구라면 좀 꺼려질듯,0,0,0,0,1,0,0,0,0,0
딴 여자처럼 치마 좀 입었으면 좋겠네,0,0,0,1,0,0,0,0,0,0
나는 너가 이렇게 짧은 치마 입었을 때가 좋더라. 다리가 예뻐서 이렇게 입으면 라인이 확 살고 사람이 달라보인다니까?,1,0,0,0,0,0,0,0,0,0
"일본 남자놈들은 왜 이렇게 기분나쁘게 생김 하나같이 게이같이 생겻네
 왜저러고 다니는건지 이해가 안되는듯 머리 밀어 버리고 싶다
",0,0,0,0,1,0,0,1,0,0
아 오늘 ㅈㄴ 배아팠음,1,0,0,0,0,0,0,0,0,0
"트랜스젠더는 정신병 같음, 젠신병자가 찰떡
",0,0,0,0,1,0,0,0,0,0
"야 자기가 트랜스젠더라고 하는 년놈들은 그냥 착각하는거 아냐? 그냥 여자다운거 남자다운거 좋아하는 것 뿐일텐데 그거가지고 난 남자야, 난 여자야. 이러는게 더 성차별적인 거 같아. 특히 자기가 남자라고 하는 원래 여자인 트랜스젠더들은 꼬추도 없다며 그냥 흉내놀이나 하는거네",0,0,0,0,1,0,0,0,0,0
남자가 남자끼리 좋아하고 여자가 여자끼리 좋아한다니 말세다.,0,0,0,0,1,0,0,0,0,0
아시아에 황인종만 사는게 아니라 백인종도 꽤 많이 사는게 의외더군,1,0,0,0,0,0,0,0,0,0
똥꼬충 새끼,0,0,0,0,1,0,0,0,0,0
게이는 세상에서 없어져야함. 사회악,0,0,0,0,1,0,0,0,0,0
인도카레 레시피 좀 알려주세요,1,0,0,0,0,0,0,0,0,0
물까치가 게이-게이-하고 울어따,0,0,0,0,1,0,0,0,0,0
여자는 이래서 안돼,0,0,0,1,0,0,0,0,0,0
라도 라도 하는 이유가 있다 통수 ㅎㄷㄷ해,0,0,0,0,0,0,0,0,0,1
게이 새끼들은 잠재적 에이즈 보균자. 더러븐 넘들,0,0,0,0,1,0,0,0,0,0
하고 다니는 꼴 좀 봐 게이같아,0,0,0,0,1,0,0,0,0,0
어쩐지 하는게 게이같다 했더니 더럽네.,0,0,0,0,1,1,0,0,0,0
나이40에 다시 공부 하고 새로운 일은 도전하는것은 너무 보기좋은거 아니에요?,1,0,0,0,0,0,0,0,0,0
레즈비언들 서로 몸 비비는거 보니까 토할거 같더라,0,0,0,0,1,0,0,0,0,0
로스쿨 진학하려면 학사 학위가 필수조건일거야.,1,0,0,0,0,0,0,0,0,0
게이는 정말 짜증나! 아무리 시대가 달라도 정상적이지 않은 게이들을 못보겠다. 레지비언도 마찬가지로 정상이 아니야.,0,0,0,0,1,0,0,0,0,0
게이세요? 왜 이렇게 냄새가남,0,0,0,0,1,0,0,0,0,0
"에혀, 같은 성끼리 그러고 싶냐. 에이즈 걸려 죽을 것들.",0,0,0,0,1,1,0,0,0,0
여경 뽑아달래서 뽑아줬는데 사건 터지니까 제일 먼저 아몰랑 이지랄 도움 1도 안되네,0,0,0,1,0,0,0,0,0,0
홍대에는 왜이렇게 머리짧고 털털한 여자들이 많은지 레즈천국인가,0,0,0,0,1,0,0,0,0,0
이태원 식당에서 웬 게이가  서빙을 하는 거야. 더러워서 그냥 나왔잖아.,0,0,0,0,1,0,0,0,0,0
남자가 그렇게 촐싹촐싹 거리면 좋나?? 그러니 여친은 안생기는 걸로,0,0,0,1,0,0,0,0,0,0
"친구중 게이가 있다더니, 닮아 가나봐! 멀리 해야겠다.",0,0,0,0,1,0,0,0,0,0
"채식하는거 뭐 알겠는데 자식한테까지 강요하는건 아니지 않나? 필수 영양소라는게 있고... 몇몇 연구 결과만 봐도 채식이 무조건 좋은게 아니라는데... 솔직히 채식 하는 것도 뭐 동물들이 불쌍해서 어쩌구 하는데, 그건 그냥 자연의 섭리라고... 그렇게 몇명이 안 먹어봤자 어차피 도축은 계속 됨~~",0,0,1,0,0,0,0,0,0,0
게이는 생식기에 똥묻어서 더럽지,0,0,0,0,1,0,0,0,0,0
게이들은 여자처럼 화장해.,0,0,0,0,1,0,0,0,0,0
남자연예인들 웃통까는것도 성상품화임.,0,0,0,1,0,0,0,0,0,0
느 그렇게 여자따라하다간 고추똑떨어져서 게이된다카더만,0,0,0,0,1,0,0,0,0,0
웃으시는 모습이 너무 예뻐서 저도 같이 웃게 되네요.,1,0,0,0,0,0,0,0,0,0
레즈나 게이는 정신병이야,0,0,0,0,1,0,0,0,0,0
남자가 이만한 일로 울면 곤란하지 안그래?,0,0,0,1,0,0,0,0,0,0
게이들은 귀 한쪽만 뚫는다는데 왜 그런걸까?,0,0,0,0,1,0,0,0,0,0
문돌이들이 뭘 알겠어,0,0,1,0,0,1,0,0,0,0
게이랑 레즈비언은 그렇다 쳐. 트렌스젠더는 도대체 어떤 생물이냐? 정신병 외에 설명될 길이 없다. 달고 태어났으면 그냥 남자 좋아하면 되지 굳이 바꿔?,0,0,0,0,1,0,0,0,0,0
아 똥꼬충새키들 또나왔냐 이딴 글좀 안보이게해 무슨 똥꼬충이 자랑이라고 글을 싸지르고 지랄이냐,0,0,0,0,1,1,0,0,0,0
저건 도대체 남자야 여자야??? 저렇게 머리 짧게 자르고 온몸 감싸고 나온다고 지가 남자가 되나? 그렇게 남자가 못되서 안달이면서 왜 남자욕은 그렇게 하는거야,0,0,0,1,1,1,0,0,0,0
남자가 에코백 들고 있다고 성향을 판단하는건 문제가 있어,1,0,0,0,0,0,0,0,0,0
아 형냐들 걍 느그끼리 칙칙폭폭 기차놀이나 하세요 ㅋ,0,0,0,0,1,1,0,0,0,0
앞이 안보이면 너무 불편할것 같아,1,0,0,0,0,0,0,0,0,0
나는 똥꼬충들 혐오 그 이상으로 혐오한다.,0,0,0,0,1,0,0,0,0,0
저 남자 화장하고 네일까지 한 꼬라지 보니까 백퍼 게이야,0,0,0,0,1,0,0,0,0,0
역시 착한짱깨는 죽은짱깨지라,0,0,0,0,0,0,0,1,0,0
트렌스젠더면 누나라고 불러야 되냐 형이라고 불러야 되냐?,0,0,0,0,1,0,0,0,0,0
엽떡에 소세지랑 중국당면 추가라니 진짜 맛잘알이다.,1,0,0,0,0,0,0,0,0,0
중국사람들은 차를 많이 마셔서 살이 잘 찌지 않는대요,1,0,0,0,0,0,0,0,0,0
저 여자 엉덩이가 큰 것이  애 잘 낳게 생겼다.,0,0,1,1,0,0,0,0,0,0
손잡고 다니면 여자들은 그럴수 있지만 남자들은 백퍼임. 밖에선 손잡고 있어도 집에선 다른데 잡고 놀고 있겠지,0,0,0,0,1,0,0,0,0,0
요즘 무슨 트랜스어쩌구인가 무슨 LGBT어쩌구하던데 너무 과한거아님?? 좀 인정받으려ㅕ고 노력하면 차별그런거 없어질텐데 왜 퀴퍼에서 다벗고 시위같은거하고 그럼?? 이해불가,0,0,0,0,1,0,0,0,0,0
게이나 레즈는 그냥 정신병임. 정신병자들은 병원에 가야하는데 길거리에 나와서 인정해달라고 하는거 보면 세상이 미친건가 싶다.,0,0,0,0,1,0,0,0,0,0
요즘 길거리에 왜이렇게 머리짧은 여자들이 많냐 레즈천국인가,0,0,0,0,1,0,0,0,0,0
와 저 얼굴로 방송하면 안미안하나 시청자 눈도 생각해야지 지 하나 좋자고 ㅉㅉㅉㅉ,0,0,1,0,0,1,0,0,0,0
똥구멍이 그렇게 좋냐? 변태 게이 씹쎄끼들,0,0,0,0,1,0,0,0,0,0
"지난 번에 먹었던 조개는 참 탱글탱들하니 맛나더라, 역시 젊은 것들이 좋아. ㅋㅋ
근데 사실 난 레즈가 더 좋더라구, 진짜 장난 아니야, 지가 아니까 어디가 좋은지 다 알아서, 알아서 해주더라. ㅋㅋ",0,0,0,1,1,0,0,0,0,0
"쟤는 존나 말랐는데 궁둥이가 존나처졌네. 저래가지고 보는맛이나겠냐
",0,0,0,0,0,1,0,0,0,0
저렇게 화장이나 옷같은거 지나치게 꾸미고 다니는게 남자새끼냐? ㅋㅋㅋ 진짜 이태원에서나 많이 볼법한 게이 느낌난다 ㅋ,0,0,0,0,1,0,0,0,0,0
흑인 노예 새끼들,0,0,0,0,0,0,0,1,0,0
일본놈들은 친절한척 하면서 속은 다 음흉해,0,0,0,0,0,0,0,1,0,0
인구구조로 인해 베트남인들의 평균 연령은 낮은 편이야.,1,0,0,0,0,0,0,0,0,0
문송들아 어디 이과님들이 말씀하시는데 껴들어 가서 치킨이나 튀겨라,0,0,1,0,0,1,0,0,0,0
저 커플보면 남자는 게이같고 여자는 트렌스젠더 같다 와 너무 역겹다 진짜로,0,0,0,0,1,0,0,0,0,0
요새 어느 회사가 학교로 이력서를 걸러 블라인드 채용하지 않나,1,0,0,0,0,0,0,0,0,0
분홍색 옷 입고 다니는거 보니까 딱봐도 게이네.,0,0,0,0,1,0,0,0,0,0
무조건 짜게 먹는건 몸에 좋지 않으니까. 싱겁게 먹어본느건 어떨까?,1,0,0,0,0,0,0,0,0,0
머리가 기르니깐 게이같다,0,0,0,0,1,0,0,0,0,0
남자들 뒤나 쫓아다니는 게이놈,0,0,0,1,1,0,0,0,0,0
저 나라는 풍경이 되게 좋다,1,0,0,0,0,0,0,0,0,0
"문송하다 문송하다 그런다더니, 정말 인문대 나오면 취직 절망인가",1,0,0,0,0,0,0,0,0,0
이 정도는 잘생겨야 칭찬 받징,1,0,0,0,0,0,0,0,0,0
게이들이 다같이 모여서 하는 퍼레이드 아님?,0,0,0,0,1,0,0,0,0,0
여자는 25살 넘으면 끝이지 뭐ㅋㅋ,0,0,0,1,0,0,0,0,0,0
"얼굴 뽀얗고 입술 벌겋게하고 다니는 남자들 다 게이아녀, 이쁘긴커녕 징그럽기 그지 없구만 지들은 그게 좋아보이는줄 아나벼 진짜 토나옴",0,0,0,0,1,0,0,0,0,0
와 한국인 중에 제일 미국인 닮음 진짜 내가 보는 유튜버중에 제일웃김,1,0,0,0,0,0,0,0,0,0
호모나 이게 뭐야,0,0,0,0,1,0,0,0,0,0
트랜스젠더 실제로 만나면 소름끼칠 것 같아!,0,0,0,0,1,0,0,0,0,0
솔직히 게이새끼들 존나 더러워. 어떻게 거기로 할 생각을 하지? 그러다가 그거 괄약근 파열되서 기침만해도 샌다던데. 그래서 나중엔 기저귀 차고 다닌다잖아. 존나 그렇게 살고싶나... 제발 있는 구멍은 있는 그대로만 사용하자...,0,0,0,0,1,0,0,0,0,0
남자 새끼가 눈에 무슨 아이라인을 그렸냐? 너 게이냐? 남자면 남자답게 살아야지. 무슨 화장이냐? 더럽다. 더러워.,0,0,0,1,1,0,0,0,0,0
게이랑 같은 공간에 있기 싫어!,0,0,0,0,1,0,0,0,0,0
벙어리냐. 억울하면 말을 해. 잘못한 게 있으니깐 암말도 못하는 거 아냐.,0,0,1,0,0,0,0,0,0,0
게이들은 정말 남자보고 사랑에 빠지나,0,0,0,0,1,0,0,0,0,0
나 부산토박인데 저거 본 적 없음,1,0,0,0,0,0,0,0,0,0
초졸인가?ㅋㅋㅋ,0,0,1,0,0,1,0,0,0,0
말할 때 자세는 또 왜 저따구임 게이같네 진짜,0,0,0,0,1,0,0,0,0,0
난 경상도보다 전라도 음식이 내입에 맞는듯..,1,0,0,0,0,0,0,0,0,0
남자들끼리 왜이렇게 친해? 게이냐?,0,0,0,1,1,0,0,0,0,0
넌 남자면서 같은남자보면서 꼴리는거냐?,0,0,0,0,1,0,0,0,0,0
이분 이마가 너무 벗겨지셨어요 무서워서 같이 일 못하겠네욧,0,0,1,0,0,0,0,0,0,0
저새끼 저러고 다니는 꼴을보면 게이새끼인지 호모새낀지 모르겠네,0,0,0,0,1,0,0,0,0,0
오늘 뛰다가 넘어져서 무릎 다쳤어,1,0,0,0,0,0,0,0,0,0
유럽 사람들 일 처리하는거 보면 진짜 개답답해 뭘 문의하면 답변 오는데 기본 일주일은 걸림,0,0,0,0,0,0,0,1,0,0
공장 생산직애들은 실패한 인생이지,0,0,1,0,0,0,0,0,0,0
안녕하세요 트랜스무지개빛유니콘임니다,0,0,0,0,1,0,0,0,0,0
새우 알레르기가 있는 건가요?,1,0,0,0,0,0,0,0,0,0
게이 새끼들 개더러워 상종하기도 싫다,0,0,0,0,1,0,0,0,0,0
오늘 술마시다가 나이값 못한다고 욕먹음,1,0,0,0,0,0,0,0,0,0
너 왼쪽 볼따구에 여드름 같은 거 났어,1,0,0,0,0,0,0,0,0,0
야 이 사람 봤냐? 완전 끼순이지 않아? 하는 행동이나 생긴거나. 진심 게이일 가능성 100%임. 춤 추는 것도 꼭 그렇게 힐 신고 여자 춤을 춰야하나. 게이들만 존나 좋아하겠네. 시발 존나 토나와.,0,0,0,0,1,1,0,0,0,0
여자들 간에는 친구가 없는 거 아시죠? 둘 이상 있다가 한 명만 없어도 바로 뒷말하는 거.,0,0,0,1,0,0,0,0,0,0
생리통엔 참지말고 약을 먹어야지,1,0,0,0,0,0,0,0,0,0
"군대 갔다온 트젠도 있남? 똥고 쑤셔박아버리던가 해야지
",0,0,0,0,1,0,0,0,0,0
러쉬 매장가면 게이 보기 존나 쉬워 거기 알바하는 남자들은 게이이야 레즈는 숏컷하고 손톱 짧으면 백퍼고 게이는 어머 말모말모 이런 말투 쓰면서 러쉬에서 알바하면 백퍼임,0,0,0,0,1,0,0,0,0,0
"반세기 전만 해도 직업의 선택에 있어서 남자가 하는 일, 여자가 하는 일을 쉽게 구분 할 수 있었다. 예를 들어 간호학과나 유아교육학과의 경우 대부분 여학생들이 지원을 했고, 간혹 남학생이 지원을 할 경우 이슈화 되곤 했다. 하지만 현재 이는 남여의 성별에 의한 구분 보다는 직업적 특성에 의해 남녀의 직업 경계가 많이 허물어지고 있다.",1,0,0,0,0,0,0,0,0,0
ㅅㅂ옷 꼬라지 하고는.. 게이냐?,0,0,0,0,1,0,0,0,0,0
게이들은 똥을 팬티에 지린다지?,0,0,0,0,1,0,0,0,0,0
누나 화장도 좀 하고 그래요 너무 얼굴에 신경 안 쓰고 다녀서 그런가 되게 레즈같고 딱해보여요,0,0,1,0,1,0,0,0,0,0
여자는 걍 집에서 애나 봐야함,0,0,0,1,0,0,0,0,0,0
사학 전공은 3학년때 제일 바빠.,1,0,0,0,0,0,0,0,0,0
너는 다 좋은데 살 좀 빼라,0,0,1,0,0,0,0,0,0,0
일본은 치과 의사가 돈 잘 벌겠어.,0,0,0,0,0,0,0,1,0,0
난 쟤 진짜 기갈 넘쳐서 게이라고 확신함 ㅇㅇ,0,0,0,0,1,0,0,0,0,0
페미와 동성애는 정신병이다,0,0,0,1,1,0,0,0,0,0
여자는 조신하게 집에서 살림해야지,0,0,0,1,0,0,0,0,0,0
흑인들 특유의 냄새가 나,0,0,0,0,0,0,0,1,0,0
"남자들은 군대랑 축구, 옛날에 학창 시절 얘기 아니면 자신을 소개할게 없나 봄 가진 거 쥐뿔도 없으면서 맨날 옛날 얘기만 함 ㅋㅋ",0,0,0,1,0,0,0,0,0,0
그러니까 여자들은 임신하고 애 낳고 그러면 바로 회사 그만다니는게 맞지,0,0,0,1,0,0,0,0,0,0
게이새끼들 ㅈㄴ퀴어축제 어쩌구저쩌구 하는데 저들 취향 우리가 존중은 하는데 왜 ㅈㄴ역겹게 그지랄을 하냐 이말이야.토나올라그럼 ㅆㅂ,0,0,0,0,1,0,0,0,0,0
"야~~ 생긴거 봐라. 비리비리 해가지구. 손 움직이는 거 봐. 
저거 빼박 게이 아니냐? ㅋㅋㅋㅋ",0,0,0,0,1,1,0,0,0,0
동성애자 난 완전 혐오스러워.,0,0,0,0,1,0,0,0,0,0
경상도는 억양이 세서 좀 화난 것처럼 들릴때가 있어,1,0,0,0,0,0,0,0,0,0
보고 싶어 주글거 같애ㅠㅠ,1,0,0,0,0,0,0,0,0,0
게이나 레즈비언은 정신병이야,0,0,0,0,1,0,0,0,0,0
