text,clean,개인지칭,기타혐오,성별,성소수자,악플욕설,연령,인종국적,종교,지역
지잡대 출신들은 그냥 입 다물었으면 좋겠다.,0,0,1,0,0,1,0,0,0,0
전라도를 잡아먹는놈은 경상도고 경상도 잡아먹는놈은 충청도. 그럼 충청도 잡아먹는놈은....?,0,0,0,0,0,0,0,0,0,1
남자로 태어났지만 여자가 되고 싶은 사람들도 있을 수 있다고 생각해. 태어날 때 자신의 성별을 선택해서 태어날 수 있는건 아니잖아.,1,0,0,0,0,0,0,0,0,0
"저렇게 움직이는 거 싫어하고 게으르니 살찌지 ㅉㅉ 
",0,0,0,0,0,1,0,0,0,0
대가리 존나크네,0,0,1,0,0,1,0,0,0,0
"우리엄마는 예전 서울사투리랄까? 옛서울말씨그 특유의 느낌 많이 나심.. 그르믄요, ~~가되그등요?이런겈ㅋㅋㅋ",1,0,0,0,0,0,0,0,0,0
"장애인에 대한 배려나 관심 없는 사회가 장애인의 생활을 불편하게 하고, 그로인해 그들을 '도움이 필요한 존재'로 만든 게 아닌가요?",1,0,0,0,0,0,0,0,0,0
와 오늘 지하철 ㅈㄴ 막혔는데 이유가 뭔지 앎? 휠체어 어쩌구 협회에서 지하철에 엘레베이터 놔달라고 그런거였음. 그래서 시위로 휠체어타고 지하철 이용하는거 했는데 몇십개의 휠체어가 타고 내리려니까 정차시간 존나 오래걸려서 지연 오지게 된거였음. 지하철이 30분이 지나도 안 오는거야. 결국 1시간 넘게 기다리다가 걍 택시타고 왔다... 아니 시발 시위를 그따구로 하니까 동정표도 못 얻지... 역에 사람도 존나 많은데 진짜 혼돈 그 자체였음,0,0,1,0,0,1,0,0,0,0
경주는 경상도에 있는거죠? 전라도나 경기도에 있는 도시가 아니고요? 제가 알고 있는 것이 확실 한가요? 대답해 주세요.,1,0,0,0,0,0,0,0,0,0
컴퓨터공학 전공만 지원 가능,1,0,0,0,0,0,0,0,0,0
게이랑 같은 공간에 있기 싫어!,0,0,0,0,1,0,0,0,0,0
호모나게이뭐야,0,0,0,0,1,0,0,0,0,0
"어르신 병문안을 가서는 말을 조심해야 한다. 사실이라 하더라도 '오늘은 혈색이 더 안 좋아 보이시네요'라든지 '진지 안 잡수셨어요? 기력이 더 없어보여요'하는 말은 삼가야 한다. '오늘은 아주 훤해 보이셔요' 또는 '기분 좋아보이세요' 등 어르신께 격려가 될 수 있는 말로 기운을 돋궈드리는 편이 좋다. 뻔히 아닌 걸 알면서도 기분 전환이 되고, '그런가?' 싶어 조금이나마 기운을 더 내게 되기 때문이다.",1,0,0,0,0,0,0,0,0,0
분당사는 애들은 꼭 성남이 아니라 분당산다고 그러더라? 아니 분당도 성남에 속한 곳인데 꼭 그렇게 차별해서 부르는듯.  근데 성남이 좀 많이 떨어지는 경향은 있지. 거기가 원래 판자촌 살던 사람들 강제이주 당해서 정착한 곳이라는데 그래서 아직도 성남쪽에는 조폭들도 있고 성매매도 활발하대. 그러니까 신도시인 분당 사는 애들이 구별해서 말하고싶어하는거 같기도하고,0,0,0,0,0,0,0,0,0,1
전라도 애들이랑은 겸상하지 말자 존나 홍어 냄새남,0,0,0,0,0,0,0,0,0,1
저정도로 글 싸제끼는거 보니 중졸은 당연히 아닐거고 초졸은 맞는지 궁금하다,0,0,1,0,0,0,0,0,0,0
남녀 구분없이 일 잘하는 사람이 좋음,1,0,0,0,0,0,0,0,0,0
육아는 남녀 공동 책임입니다,1,0,0,0,0,0,0,0,0,0
응~ 다음 틀딱,0,0,0,0,0,0,1,0,0,0
아빠들은 애들 앞에선 좀 빠져줘요 맨날 교육이라고 딴소리만 하잖아요,0,0,0,1,0,0,0,0,0,0
미국이 산업화를 도운 것은 사실이야.,1,0,0,0,0,0,0,0,0,0
중국인들 목소리가 너무커서 귀가 터질 것 같아...어지러워 정말.. 목소리 좀 낮춰줬으면 좋겠어ㅠ,0,0,0,0,0,0,0,1,0,0
남자만 국회의원이 될 수 있는 것은 아니다.,1,0,0,0,0,0,0,0,0,0
페미니스트들 다 조사해봐야함,0,0,0,1,0,0,0,0,0,0
여자들이 축구를 한다니 헐,0,0,0,1,0,0,0,0,0,0
하루에 사과 고구마만 먹고 어떻게 살지 .. 나는 못할듯,1,0,0,0,0,0,0,0,0,0
흑채 쓰고 머리 듬성등성 하던 거 가려지니까 훨씬 젊어보임 더 잘생겨 보이기도,1,0,0,0,0,0,0,0,0,0
저 커플은 여자가 더 키가 큰데 근데 또 보기가 나쁘지 않아. 흠. 뭐지.,1,0,0,0,0,0,0,0,0,0
경상도것들은 전라도 깽깽이들이랑 근본이 달라,0,0,0,0,0,0,0,0,0,1
저 정도는 이뻐야 대접 받지,1,0,0,0,0,0,0,0,0,0
서울대출신이라 똑똑하구만,1,0,0,0,0,0,0,0,0,0
전라도 사람들은 평소에도 홍어냄새가 나.,0,0,0,0,0,0,0,0,0,1
대학교를 나오지 않는다고 해서 네가 딸릴 이유는 없어. 대신에 너는 네가 하고싶은 일을 찾아서 즐기면서 살고있잖아. 배움은 나중에 해도돼 괜찮아.,1,0,0,0,0,0,0,0,0,0
채식주의자를 위한 콩고기도 맛있더라.,1,0,0,0,0,0,0,0,0,0
법대 가도 사시패스 못하면 짜져야지 대가리새끼야!,0,0,0,0,0,0,0,0,0,0
한국사람은 매일? 아니 매끼 김치를 먹는다,1,0,0,0,0,0,0,0,0,0
아 막걸리에 파전 먹고 싶다...,1,0,0,0,0,0,0,0,0,0
솔직히 지적장애 애들이랑 같이 있으면 나도 같이 수준 낮아지는 느낌 든다니까 걍 애임. 지 맘에 안들면 일단 울고 시작함. 레알 한번 같이 있어봐라. 진짜 머가리 터지는 느낌,0,0,1,0,0,1,0,0,0,0
일본사람들은 몸에 친절이 베어있어,0,0,0,0,0,0,0,1,0,0
솔직히 파인애플피자는 사람이 먹을만한게 아니지 않나? 그냥 먹으면 맛있는거를 궂이 피자 위에 올려야 해?,1,0,0,0,0,0,0,0,0,0
왜 연예인들은 다 정신병 장애인들이지?,0,0,1,0,0,1,0,0,0,0
"제주도 방언 징짜 못알아듣겠어, 해녀 할머니가 머라고 머라고 하시는데 몰라서 그냥 네네 대답만 했지머야 ㅋ",1,0,0,0,0,0,0,0,0,0
백인이 우월하다는 건 잘못된 생각이야,1,0,0,0,0,0,0,0,0,0
여자는 이래야한다 저래야한다 말이 많아,1,0,0,0,0,0,0,0,0,0
오늘 다리가 왜이렇게 아프지?,1,0,0,0,0,0,0,0,0,0
얼굴 좀 안되는 것들은 춤도 못추면서 몸만 비틀면 다되냐.,0,0,1,0,0,1,0,0,0,0
가방끈 짧다고 대놓고 이렇게 무식을 떨어도 되는것이야.,0,0,1,0,0,0,0,0,0,0
저새끼 저러고 다니는 꼴을보면 게이새끼인지 호모새낀지 모르겠네,0,0,0,0,1,0,0,0,0,0
"얼굴 뽀얗고 입술 벌겋게하고 다니는 남자들 다 게이아녀, 이쁘긴커녕 징그럽기 그지 없구만 지들은 그게 좋아보이는줄 아나벼 진짜 토나옴",0,0,0,0,1,0,0,0,0,0
언제는 흑인생명도 중요해요 앙앙대더니 아주 지들이 더하지 인종차별 쩔은 것들. 얼굴 까만 것들 속도 까매서. 걔네들은 믿으면 안돼. 이중잣대 쩔어.,0,0,0,0,0,1,0,1,0,0
어제 남친이랑 밥먹으러 레스토랑 갔거던? 근데 거기 서빙하는 사람이 진짜.. 이렇게 표현하면 좀 그렇지만 뭔가 레스토랑이랑 안맞더라.. 나름 비싼곳이었는데... 얼굴이 좀 그랬어.. 뭔가 이런곳이랑 잘 안맞는? 무슨느낌인지 알지?,0,0,1,0,0,1,0,0,0,0
컴공졸업자는 컴퓨터를 잘 다룬다.,1,0,0,0,0,0,0,0,0,0
하여간 여자새끼들은 속이 좁아가지고 뭐 말만해도 존나 징징거려 개년들 조선시대 같앗으면 삼일에 한대씩 처맞앗을 텐데 너무 기어오른다,0,0,0,1,0,1,0,0,0,0
역시 거기 사는 사람들 수준 알만하다. 태생이 그래서 어쩔수 없음,0,0,0,0,0,0,0,0,0,1
저 할머니 태극기 부대네. 늙어서 할 일 없는 틀딱들이 집회하면서 몰려다니지.,0,0,0,0,0,0,1,0,0,0
후천적 장애가 더 많음,1,0,0,0,0,0,0,0,0,0
너 예전에 비염으로 고생하던거 괜찬아졋냐??,1,0,0,0,0,0,0,0,0,0
오늘 그거 김여사님 골목 주차 봤음? 병신 콜라보에 환장하겠더만 그냥 집에 좀 계세요~,0,0,0,1,0,0,0,0,0,0
중국인들은 너무 자기네가 세상의 중심이라 생각해서 좀 짜증이 나요. 중국인들과 얘기할 자리가 생기면 일단 피합니다.,0,0,0,0,0,0,0,1,0,0
늙은 틀딱이들은 집에서 송장될 준비나 하라고,0,0,0,0,0,0,1,0,0,0
"이쁘게 생긴 여자를 보면 착할 것 같고, 못생긴 여자를 보면 성질도 더러울 것 같다고들 말한다. 하지만 사실일까. 아름답고 추하고는 주관적인 것이다. 제눈에 안경인 것이다. 그보다는 차라리 좋은 마음으로 대하면 상대도 나를 좋게 대하고, 나쁜 마음으로 대하면 상대도 내게 마찬가지로 대한다고 보는 것이 맞을 것이다.",1,0,0,0,0,0,0,0,0,0
ㅇㅇㅇ랑 지역이 틀려서 그런인지 대화를 나누다 보면 정말로 이해하기 힘든 말을 할 때가 있네. 조금 이해하기 힘들어.,1,0,0,0,0,0,0,0,0,0
사고로 다리를 잃은 그 친구는 자포자기하지 않고 열심히 운동을 해서 결국 장애인 올림픽에서 금메달을 땄다고 한다.,1,0,0,0,0,0,0,0,0,0
술도 못마시면서 술자리는 왜 와요?,1,0,0,0,0,0,0,0,0,0
오늘 다리가 욱신거리네,1,0,0,0,0,0,0,0,0,0
문과를 나온 사람은 취직 잘 안된다던데 불쌍하다,1,0,0,0,0,0,0,0,0,0
몸이 불편하면 어때 다같은 사람인데 조금 배려하고 양보하면 되지,1,0,0,0,0,0,0,0,0,0
저는 민트들어간 음식은 좀 별로더라고요.,1,0,0,0,0,0,0,0,0,0
장애인이나 하는 짓을 하고 있네 애자새끼 뭐하냐 뭐가 그렇게 잘나서 시발 그러고 있냐,0,0,1,0,0,0,0,0,0,0
게이는 세상에서 없어져야함. 사회악,0,0,0,0,1,0,0,0,0,0
섹시한 여자가 많아야 좋지,0,0,0,1,0,0,0,0,0,0
저런 데도 학교라고 등록금 내고 차비 내고 다니나 자선업자세요,0,0,1,0,0,1,0,0,0,0
"어제 장님인 사람이 차도로 걸어나가고 있길래 바로 도와드리고 오는데,놀라기도 했지만 아직도 장애인들을 위한 안전시설이 너무 부족하다는 생각이 들더군요.",1,0,0,0,0,0,0,0,0,0
이 어린놈의 자식이 뭘 안다고 ㅉㅉ,0,0,0,0,0,0,1,0,0,0
oo는 화장하고 원피스 입으니까 너무 잘어울린다. 봄처녀가 따로 없네. 남자친구랑 손잡고 놀러 가면 되겠다.,1,0,0,0,0,0,0,0,0,0
"강남은 다 잘 살 것 같지만 그렇지만도 않다. 오래 살다보니 저절로 집 값만 올랐을뿐, 실제 생활수준은 그다지 높지 않은 사람들도 많다.",1,0,0,0,0,0,0,0,0,0
우리 부장님은 나이 때문인지 조금 꽉 막힌 부분이 있는것같아,0,0,0,0,0,0,1,0,0,0
네가 토마토를 못먹는건 아직 토마토의 향에 익숙하지 않아서그래.,1,0,0,0,0,0,0,0,0,0
저는 홍콩에서 온 애랑 같은 팀 됐어요,1,0,0,0,0,0,0,0,0,0
오레오 새끼들 니들이 양키 따라해도 흑인인 건 변함없다.,0,0,0,0,0,0,0,1,0,0
머리 왼쪽에 있는 핀이 너무 커서 상대적으로 얼굴이 작아보이는 것 같아요.,1,0,0,0,0,0,0,0,0,0
대구에 막창 진짜 맛있는데 먹고싶당,1,0,0,0,0,0,0,0,0,0
일어일문학과라고 오타쿠는 아닙니다..,1,0,0,0,0,0,0,0,0,0
영문학과니까 영어를 잘하겠지?,0,0,1,0,0,0,0,0,0,0
근데 보통 아동학대 뉴스에 나오는 여자들 외모 보면 다 비슷한 듯. 무게와 실루엣이 쌀가마니 비스름한 몸통에 얼룩덜룩한 염색 머리하고 성질머리 더럽게 생겼음. 관상은 모다?? ㅋ,0,0,0,1,0,0,0,0,0,0
사회생활 연차가 더 쌓일수록 눈치도 쌓이고 일처리 능력도 발전합니다,1,0,0,0,0,0,0,0,0,0
지잡 가느니 공장 노예 되는 게 낫지 않음? 어차피 졸업해도 공장엔딩인데 4년 일찍 시작하면 개이득 아니냐ㅋ,0,0,1,0,0,0,0,0,0,0
사진보니까 진짜 개씹덕처럼 생겼네 ㅋㅋㅋ,0,0,1,0,0,1,0,0,0,0
부산 사투리 쓰는 남자들은 억양이 너무 쎄서 다 무서운 말투 쓸 듯 ㅋㅋㅋㅋ 부산 사투리 쓰는 여자는 귀엽지 ㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
저건 도대체 남자야 여자야??? 저렇게 머리 짧게 자르고 온몸 감싸고 나온다고 지가 남자가 되나? 그렇게 남자가 못되서 안달이면서 왜 남자욕은 그렇게 하는거야,0,0,0,1,1,1,0,0,0,0
고기압의 영향으로  시베리아발 찬기운 때문에 기온이 영하 20도이다.,1,0,0,0,0,0,0,0,0,0
주과장님은 웜톤계열이라 오늘 입은 쿨톤색상은 안어울려여,1,0,0,0,0,0,0,0,0,0
남자라고 다 힘 써야하는 건 아님,1,0,0,0,0,0,0,0,0,0
"저 여자는 치마는 안 입나 왜 맨날 바지만 입고 나와.. 여자면 화장도 찐하게 하고 네일도 하고 립도 바르고, 치마좀 입고 귀걸이도 끼고 머리도 손질하고, 헤어스프레이도 한번 뿌려주고, 향수도 뿌리고, 힐도 신어주고,  눈썹도 붙이고, 머리도 붙이고 해야지... 너무 심하다 이건 좀..",0,0,0,1,0,0,0,0,0,0
어이구 전라도에서 오셨써요?,1,0,0,0,0,0,0,0,0,1
냉면에 식초 넣어먹을래?,1,0,0,0,0,0,0,0,0,0
장애가 있는 사람들의 직업이 좀 더 많이 늘어났으면 좋겠다!,1,0,0,0,0,0,0,0,0,0
60 넘은 틀딱들은 투표권을 주면 안된다,0,0,0,0,0,0,1,0,0,0
예쁜 애들은 좋은 말만 듣고 자라서 더 착한 게 팩트! 정작 못생긴 애들이 성질도 더 더럽지,0,0,1,0,0,0,0,0,0,0
고졸이 알면 뭐 얼마나 안다고..,0,0,1,0,0,0,0,0,0,0
쿵쾅쿵쾅 거리네,0,0,0,1,0,0,0,0,0,0
아 비건식한다는 새끼들은 왜 지들끼리 기준이 다 다름? 누구는 달걀도 처먹고 누구는 우유도 안되고 지들끼리 줏대도 없고 강요나 쳐하네,0,0,1,0,0,0,0,0,0,0
혼혈 아기들이 대부분 이쁘긴 하더라구요.,1,0,0,0,0,0,0,0,0,0
동성애는 정신병이다,0,0,0,0,1,0,0,0,0,0
너 여자 말고 남자 좋아하지? 호모 변태새끼야,0,0,0,0,1,0,0,0,0,0
동성애는 죄악이다,0,0,0,0,1,0,0,0,0,0
꼴에 남자라고 나참,0,0,0,1,0,0,0,0,0,0
대학원  나왔다고  다  좋은건  아닌것  같아,1,0,0,0,0,0,0,0,0,0
여자는 집에서 밥이나 해라.,0,0,0,1,0,0,0,0,0,0
한 일주일만 성별을 서로 바꿔서 살아봣으몀 좋겟당.. 그럼 이렇게 싸우지들 않겠지?,1,0,0,0,0,0,0,0,0,0
이집트는 국토의 사막비율이 높아서 이집트인들이 대개 수도인 카이로 주변에 많이 거주하고 있음,1,0,0,0,0,0,0,0,0,0
틀딱들 다 을지로에 겨나와서 레카 살려내라고 하는 중이다,0,0,0,0,0,0,1,0,0,0
"야, 엽전이 다 그렇지 별수 있는줄 알아? 그저 형님 나라 대국에 죽었소 엎드려 지내야 떡고물이라도 얻어먹는 거라구. 반중? 웃기지 말라그래. ㅋㅋㅋ",0,0,0,0,0,0,0,1,0,0
미국인들은 금발이 잘어울린당,1,0,0,0,0,0,0,0,0,0
빨갱이가 그득그득한 경상도,0,0,0,0,0,0,0,0,0,1
"지난번엔 쪽바리 새끼, 이번엔 짱깨 새끼 아주 양옆에서 지랄들이구만",0,0,0,0,0,0,0,1,0,0
피부 까만 것들 맘속까지 까맣구만.,0,0,0,0,0,0,0,1,0,0
젓갈 많이 들어간 전라도 김치는 영~,0,0,0,0,0,0,0,0,0,1
역시 전라도 사람들이랑은 밥도 같이 먹지 말아야 된다니까,0,0,0,0,0,0,0,0,0,1
레즈들은 아직 남자를 못 만나봐서 지들이 레즈라고 생각할 확률 200%,0,0,0,0,1,0,0,0,0,0
짱깨들은 진짜 지저분함 청소라는 개념이 없는지 아무렇게나 쓰레기 버림,0,0,0,0,0,0,0,1,0,0
갓 들어온 신입이 뭘 안다고 깝치는지 모르겠어!,0,0,0,0,0,1,0,0,0,0
김여사 시리즈 중에서도 맘카페 김여사들이 탑티어!! 심지어 댓글로 서로 억울하겠다고 토닥거림,0,0,0,1,0,0,0,0,0,0
상사가 뭔 벼슬이냐 꼰대 존나 앵앵대,0,0,0,0,0,1,1,0,0,0
전라도 사람들 속으로 음침한겍 국룰,0,0,0,0,0,0,0,0,0,1
여자는 그냥 조신하게 집안일이나 잘하고 남편 내조나 해야지 ㅋㅋ 무슨 회사를 다니면서 자기개발하겠다고... 여자는 그럴 필요가 없어~~,0,0,0,1,0,0,0,0,0,0
듣보잡인 거기도 대학이라고 들어갔냐. 나같으면 똥지게나 지겠다.,0,0,1,0,0,1,0,0,0,0
서울에 비해 많이 낙후된 것 같아요. 지방에 살아보니 없는 것도 많고 불편하다고 느껴요.,0,0,0,0,0,0,0,0,0,1
발음 존나 이상함 역시 니뽄진데스네,0,0,0,0,0,1,0,1,0,0
네 다음 짱깨,0,0,0,0,0,1,0,1,0,0
확실히 문과라 감성적으로 사고가 돌아감,1,0,0,0,0,0,0,0,0,0
라면을 먹을때는 역시 김치와 함께 먹어야 맛있다.,1,0,0,0,0,0,0,0,0,0
어제 다리를 다쳐서 다리를 절둑거리며 일하느라 고생했다.,1,0,0,0,0,0,0,0,0,0
충청도에도 영화관이나 그런게 있음?,0,0,0,0,0,0,0,0,0,1
우리가 남을 외모같은 겉모습만 보고 판단하는건 그 사람한테 너무 무례한거 아닐까? 외면만 보고 지레짐작하긴 보단 그 사람의 내면을 중요시 생각하는게 맞지.,1,0,0,0,0,0,0,0,0,0
조센징들은 대일본제국 덕분에 이만큼 사는거지 인정?,0,0,0,0,0,0,0,1,0,0
남자는 부엌에 가면 고추 떨어지는거 모르나 나는 고추 떨어지기 싫음,0,0,0,1,0,0,0,0,0,0
인도사람들은 소를 신성히 여겨서 소고기는 먹지 않아. 그대신 돼지나 닭 같은 다른 고기들은 즐겨 먹는걸로 알고있어.,1,0,0,0,0,0,0,0,0,0
얘들아 한국이 헬조선이라고는 하지만 한국을 유토피아라고 생각하는 곳도 많아.,1,0,0,0,0,0,0,0,0,0
시리아 난민들 여기 와서 폭탄 테러 일으킬걸 다 이슬람 테러 집단이랑 연결되어 있어서 지령 받는 거임.,0,0,0,0,0,0,0,1,0,0
대전사람들은 코로나 많이 걸리는 사람들이다 전부 잡아서 코로나 검사해야된다 우리나라가 대전사람들 때문에 힘들다,0,0,0,0,0,0,0,0,0,1
똥양인은 다른 인종에 비해 키도 작아 얼굴도 못생겼어 운동도 못해 똥송합니다,0,0,0,0,0,0,0,1,0,0
요즘은 남자가 화장 더 진하게 해도 되는건가,0,0,0,1,0,0,0,0,0,0
완전 생긴대로 노네,0,0,0,0,0,1,0,0,0,0
50키로가 넘는 여자도 있어? 그게 여잔가 걍 돼지지 돼지,0,0,0,1,0,0,0,0,0,0
경상도쪽 사람은 무식하게 목소리만 크고 머리에 든게 없음,0,0,0,0,0,0,0,0,0,1
코로나에 걸린 후로 냄새를 잘 못 맡는 것 같아. 계속 이런 증상이 나타날까봐 좀  두렵네.,1,0,0,0,0,0,0,0,0,0
강원도 놈들은 산골에서 살아서 덧셈이나 제대로 할줄 알까?,0,0,0,0,0,0,0,0,0,1
장애인은 장애인학교로 보내야되는거 아닌가요?,0,0,1,0,0,0,0,0,0,0
먹고 살만 한가봄 ㅋ 외모  역변 무슨 일?,0,0,1,0,0,1,0,0,0,0
신입은 최저연봉인데 팀장은 최고연봉이야 ㅋㅋ갭차이무엇,1,0,0,0,0,0,0,0,0,0
전라도 사투리 쓰면 나는 그냥 거르고 봄 ㅇㅇ이게 현명함,0,0,0,0,0,0,0,0,0,1
나이먹으면 제발 입을 꼬매야지,0,0,0,0,0,1,1,0,0,0
그러니까 나이 많으면 은퇴해야 된다니까. 괜히 나와서 젊은 사람들 피해나 주고.,0,0,0,0,0,0,1,0,0,0
서양코쟁이들 싸가지는 알아줘야돼,0,0,0,0,0,0,0,1,0,0
공장 생산직애들은 실패한 인생이지,0,0,1,0,0,0,0,0,0,0
사람은 역시 나이 40은 돼야 철이 드나봄 생각하는거 자체가 다르네 속 진짜 깊음,0,0,0,0,0,0,1,0,0,0
오늘 팔을 다쳐서 팔도 잘 안움직이고 일하는데 힘들었어,1,0,0,0,0,0,0,0,0,0
애기들아 형님은 학교가려면 2~3시간은 걸어서 가야했단다. 스쿨버스가 어딨어 내 두 다리가 버스지,0,0,0,0,0,0,1,0,0,0
수학 전공은 다른 전공이랑 복수전공하면 시너지가 크다.,1,0,0,0,0,0,0,0,0,0
미국사람이라 그런지 돈을 잘 벌어요,1,0,0,0,0,0,0,0,0,0
깜둥이 새끼 니네 나라로 꺼져,0,0,0,0,0,0,0,1,0,0
늙은게 유세도 아니고 나이 쳐먹고 저러고 싶은가?,0,0,0,0,0,0,1,0,0,0
전공도 아니고 학원에서 배운주제에 아는척 하기는,0,0,1,0,0,0,0,0,0,0
물만먹어도 살찐다는 돼지들아 진짜 물만 쳐먹는거 맞냐,0,0,1,0,0,0,0,0,0,0
저거 다 화장발임 저번에 잠깐 쌩얼 나온거 보니까 못봐주겠더만,0,0,0,0,0,1,0,0,0,0
영국 새끼들 은근 왕족있는 국가라고 뭐라도 되는줄 아는데 지랄염병떠네,0,0,0,0,0,0,0,1,0,0
그렇게 고기만 먹으니까 살이 찌지.,0,0,0,0,0,1,0,0,0,0
다래끼 나서 내일 안과각,1,0,0,0,0,0,0,0,0,0
"여자라서 혹은 거꾸로 남자라서 된다, 안된다를 떠나서 그런 위험한 일은 약자인지를 생각해서 행동했으면 한다. 내가 충분히 할 수있는 일이라면 성별을 떠나 하면 되는 것이다.",1,0,0,0,0,0,0,0,0,0
내가 너네 나이였을때는 말이야 라고 하는 꼰대 제일 극혐,0,0,0,0,0,0,1,0,0,0
술안먹으면 무슨 낙으로사냐,1,0,0,0,0,0,0,0,0,0
이번에 정부에서 고졸 전형을 따로 만들었더라고,1,0,0,0,0,0,0,0,0,0
고졸충들이랑 말 10분만 섞어봐도 풍겨나오는 무식함에 정신이 아찔해지더라,0,0,1,0,0,0,0,0,0,0
저 남자 얼굴이 완전 범죄형 아니냐? 눈도 작고 날카로운데다 턱도 튀어나오고.,0,0,1,0,0,0,0,0,0,0
김치녀들은 양키놈들만 보면 아주 뻑이가더라 그렇게 좋냐?,0,0,0,1,0,0,0,1,0,0
왜 고기를 드세요. 고기 그만 드세요. 채식하세요,1,0,0,0,0,0,0,0,0,0
생각보다 우리 주변에 아픈 분들 많이 계심,1,0,0,0,0,0,0,0,0,0
"우리나라 아기들은 대부분 몽고반점을 가지고 태어나며, 일정 나이가 되면 사라진다.",1,0,0,0,0,0,0,0,0,0
전공자 아니여도 잘하는 사람 많더라,1,0,0,0,0,0,0,0,0,0
저렇게도 먹을 수가 있구나. 새로운 것을 또 배워갑니다.,1,0,0,0,0,0,0,0,0,0
제대로 된 남자라면 좀더 자신있게 나서는게 어때요?,1,0,0,0,0,0,0,0,0,0
생물학적으로 오늘날 인류는 호모 사피엔스의 단일종이다.,1,0,0,0,0,0,0,0,0,0
너같이 다리 한쪽 눈한쪽 없는 새끼들은 병신이라고 하는거임 이 모질한 새끼야,0,0,1,0,0,1,0,0,0,0
미국마트에 데오도란트가 진짜 종류별로 많은 이유가 있었음. 확실히 미국가면 한국보다 사람들한테서 땀냄새 잘남,0,0,0,0,0,0,0,1,0,0
어릴수록 머리 회전이 빠르지,1,0,0,0,0,0,0,0,0,0
관상이 딱 사기꾼 관상인데,0,0,0,0,0,0,0,0,0,0
화이트칼라든 블루칼라든 다들 자기 위치에서 열심히 일하고 그에 따른 적절한 보수를 받으면 그게 좋은 거 아니야?,1,0,0,0,0,0,0,0,0,0
서울에 살아서 서울 지리를 잘 아는구나,1,0,0,0,0,0,0,0,0,0
색깔 선택하게 해주시면 안되나요? 남자아이가 둘이라 핑크 오면 놀림 받는다고 안 쓸거 같아서요,1,0,0,0,0,0,0,0,0,0
보고 싶어 주글거 같애ㅠㅠ,1,0,0,0,0,0,0,0,0,0
우리 엄마도 70 다 돼가는데 스마트폰 은근 잘하심 잘모르는거 있음 계속 물어보고 해보고 반복함 그니까 저 할아버지가 막 놀랍지는 않음,1,0,0,0,0,0,0,0,0,0
다이어트를  꼭  해야 되는건  아니지만  필요한건  맞죠,1,0,0,0,0,0,0,0,0,0
