text,clean,개인지칭,기타혐오,성별,성소수자,악플욕설,연령,인종국적,종교,지역
아 비건식한다는 새끼들은 왜 지들끼리 기준이 다 다름? 누구는 달걀도 처먹고 누구는 우유도 안되고 지들끼리 줏대도 없고 강요나 쳐하네,0,0,1,0,0,0,0,0,0,0
김치년들은 걍 답이 없지 전쟁나면 김치년들 무차별적으로 쏴주겨버려야지,0,0,0,1,0,0,0,0,0,0
남자 취미가 뜨개질이라니 웃긴다,0,0,0,1,0,0,0,0,0,0
어우 와꾸봐 쿵쾅이네쿵쾅 걸어봐 쿵쾅쿵쾅~!,0,0,1,0,0,1,0,0,0,0
라떼는 못고칩니다,1,0,0,0,0,0,0,0,0,0
공항 없는나라 새끼들은 껴들지마셈,0,0,0,0,0,0,0,1,0,0
남자가 쪼잔하게 그것도 못해?,0,0,0,1,0,0,0,0,0,0
젊은년에 환장하는 노인네,0,0,0,1,0,1,1,0,0,0
"남편밥은 니가 직접 해줘야지, 남자들은 그걸 기대하고 결혼하는거 아냐?",0,0,0,1,0,0,0,0,0,0
응 다음 배리나~ 너같은 쿵쾅이는 사절~,0,1,1,0,0,0,0,0,0,0
와 빵 없이 무슨 낙으로 살아요? 빵순이인 저로서는 상상도 못할 일,1,0,0,0,0,0,0,0,0,0
깜댕들은 대체 뭘해도 암내가 안없어지는듯ㅎㄷㄷ,0,0,0,0,0,0,0,1,0,0
더 예뻐지기 위해서 성형을 고민을 하기도 했지만 그보다 연기연습에 몰두해서 이런 상을 받다니. 역시 노력을 이길 순 없네,1,0,0,0,0,0,0,0,0,0
님 어짜피 지잡대 출신 아님?ㅎㅎ꼬우면 인서울 하시든가요~ 공부 못하는게 죄지 왜 이제와서 남탓임? 학교이야기 나오니까 발작하는거 개웃기네,0,0,1,0,0,0,0,0,0,0
"여자가 화장하는건 사회적인 예의아닌가요?
나 편하자고 맨얼굴로 출근하고 학교가고 하는건 아닌것 같네요.
장소에 맞게 옷을 갖춰입듯 화장도 그런건라 생각드네요.",0,0,0,1,0,0,0,0,0,0
애기들아 형님은 학교가려면 2~3시간은 걸어서 가야했단다. 스쿨버스가 어딨어 내 두 다리가 버스지,0,0,0,0,0,0,1,0,0,0
"여자가 무슨 일이야, 애나 잘 보지.",0,0,0,1,0,0,0,0,0,0
매운걸 못먹다니 한국인으로서 자존심도 없냐.,0,0,0,0,0,0,0,1,0,0
대구에 막창 진짜 맛있는데 먹고싶당,1,0,0,0,0,0,0,0,0,0
남자가 술도 못먹으면 어디다 써 샌님 같으니라고,0,0,0,1,0,0,0,0,0,0
거시기 달린 것들 싹 다 짤라서 메달아 놓고 싶네.,0,0,0,1,0,1,0,0,0,0
하여튼 한남들 찌질하기는..,0,0,0,1,0,1,0,0,0,0
여자는 애낳는 기계가 아니다,1,0,0,0,0,0,0,0,0,0
남자가 그것도 못고치냐,0,0,0,1,0,0,0,0,0,0
"호남사람은 절대 채용하지 말고, 채용하더라도 높은 자리에 앉히지 마라",0,0,0,0,0,0,0,0,0,1
"저 여자는 치마는 안 입나 왜 맨날 바지만 입고 나와.. 여자면 화장도 찐하게 하고 네일도 하고 립도 바르고, 치마좀 입고 귀걸이도 끼고 머리도 손질하고, 헤어스프레이도 한번 뿌려주고, 향수도 뿌리고, 힐도 신어주고,  눈썹도 붙이고, 머리도 붙이고 해야지... 너무 심하다 이건 좀..",0,0,0,1,0,0,0,0,0,0
그 회사는 마르고 다리가 예쁜 여사장 있어서 회사 다닐맛 날듯,0,0,0,1,0,0,0,0,0,0
고등학교를 졸업한 사람보다 대학교를 졸업한 사람이 좀 더 전공과목에 대해 깊이 있게 이론적으로 공부했다는 것은 사실이지.,1,0,0,0,0,0,0,0,0,0
남자가 치마를 입었엉,1,0,0,0,0,0,0,0,0,0
인도놈들은 진짜 카레먹을때나 재빠르지 아주 게을러 터졌다니까? 맞아야 일을 해,0,0,0,0,0,0,0,1,0,0
전라디언들아 홍어나 먹어라,0,0,0,0,0,0,0,0,0,1
스타일링 잘 어울린다,1,0,0,0,0,0,0,0,0,0
양키놈들 미개함 그 자체.,0,0,0,0,0,0,0,1,0,0
그녀는 여자인 내가 봐도 이쁘고 매력있다.,1,0,0,0,0,0,0,0,0,0
여자가 조신해야지,0,0,0,1,0,0,0,0,0,0
고졸이냐 대졸이냐 보다 전문성으로 평가하면 얼마나 좋아. 유럽에선 굴뚝 청소하고 배관 고치고 하는 사람 엄청 돈 많이 번대.,1,0,0,0,0,0,0,0,0,0
4년제 나와서 고졸보다 못벌면 왜사냐,0,0,1,0,0,0,0,0,0,0
게이는 생식기에 똥묻어서 더럽지,0,0,0,0,1,0,0,0,0,0
사투리가 약간 경상도랑 강원도가 섞인 느낌?,1,0,0,0,0,0,0,0,0,0
역시 여적여 꼭 예쁜 얘들 따돌리더라~ㅎ,0,0,0,1,0,0,0,0,0,0
인종차별에 대처하려하지 않고 월등한 실력을 보여주려고 했다는 손홍민의 인터뷰에 마음이 찡했다. 진정한 프로의 자세다.,1,0,0,0,0,0,0,0,0,0
아니 물리학과 나오면 대체 뭐 먹고 살지?,1,0,0,0,0,0,0,0,0,0
몸 병신새끼들이 왜 살고 지랄이야 나가 뒤지든가,0,0,0,1,0,1,0,0,0,0
얼굴 예쁘장하게 생긴 홍보담당자,1,0,0,0,0,0,0,0,0,0
남자가 이만한 일로 울면 곤란하지 안그래?,0,0,0,1,0,0,0,0,0,0
요즘 노래가 이게 노래냐 뭐라는지 하나도 모르겠네.,0,0,0,0,0,1,0,0,0,0
백인은 피부색이 하얗고 눈동자색은 파란색이며 흑인은 피부색이 검고 입술이 두툼하다. 황인은 피부색이 누렇고 눈동자색은 검정색이다.,1,0,0,0,0,0,0,0,0,0
흑인들은 다 피부가 좋고 근육질이더라,0,0,0,0,0,0,0,1,0,0
여자는 군대도 안갓다와서 단체 생활을 모른다. 국가의 의무도 하지도 않고 여자로써 당연히 가져야 할 모성애도 요즘엔 없다,0,0,0,1,0,0,0,0,0,0
하여간 여자새끼들은 속이 좁아가지고 뭐 말만해도 존나 징징거려 개년들 조선시대 같앗으면 삼일에 한대씩 처맞앗을 텐데 너무 기어오른다,0,0,0,1,0,1,0,0,0,0
여자라서 못한다고? 그냥 니가 병신인거야 주제파악이나 해라,0,0,0,1,0,0,0,0,0,0
"어린이날 선물로 남자아이는 로봇, 여자 아이에게는 바비 인형을 추천합니다.",0,0,0,1,0,0,0,0,0,0
공공장소에서 트름하는 인간 백만프로 남자 할배충 아저씨충 한남충,0,0,0,1,0,0,0,0,0,0
"서울과 경기도를 제외한 지방 지역에서는 모든 사람들이 흔히 말하는 비표준어 형태의 사투리를 사용한다고 생각하기 쉽지만,실제로는 지역에 오래 사신 분들을 제외한 사람들은 대부분 표준어를 사용해.",1,0,0,0,0,0,0,0,0,0
여자가 화장을 하고 다녀야지 맨 얼굴로 다니는게 어딨어~ 그렇게 다녀서 사람들이 알아보겠어? 좀 꾸미고 다니란 말이야,0,0,0,1,0,0,0,0,0,0
여자가 집에서 살림이나 하고 밥이나 하지 왜 티비에 나와서 나대는지 모르겠네. 난 여자가 저렇게 나대는거 보기 싫어,0,0,0,1,0,0,0,0,0,0
대가리가 크다고 머리가 좋은것은 아니다.,1,0,0,0,0,0,0,0,0,0
여자는 집에서 애나보지 왜 기어나오고 난리야,0,0,0,1,0,0,0,0,0,0
여경들 말야 강력범 하나뜨면 제대로 제압하나 못하고 몸 힘들면 남자직원들만 부리는 주제에 뭐 잘했다고 무슨 유리천장 운운해? 취직시켜준것만해도 고맙다고 해라,0,0,0,1,0,0,0,0,0,0
우리가 피부색은 다르지만 나는 네가 정말 좋은 사람이라는걸 알아. 늘 생각해주고 챙겨줘서 고마워!,1,0,0,0,0,0,0,0,0,0
저거 다 화장발임 저번에 잠깐 쌩얼 나온거 보니까 못봐주겠더만,0,0,0,0,0,1,0,0,0,0
아빠들은 애들 앞에선 좀 빠져줘요 맨날 교육이라고 딴소리만 하잖아요,0,0,0,1,0,0,0,0,0,0
저런 틀딱들은 그냥 선거날 집에 처박아두고 못나오게 해야됨~ 맨날 라떼는 이 난리 치면서 투표는 왜 하려고 드는지;,0,0,0,0,0,0,1,0,0,0
여자면 여자답게 가슴골 좀 보이고 치마 좀 입고 하던가,0,0,0,1,0,0,0,0,0,0
일하다보면 그냥 일잘하는 사람이 최고에요 ㅋㅋ얼굴로 일하는거 아니잖아요,1,0,0,0,0,0,0,0,0,0
여자는 걍 집에서 애나 봐야함,0,0,0,1,0,0,0,0,0,0
지잡대가 아는척은 ㅋ,0,0,1,0,0,0,0,0,0,0
사내새끼가 그거 하나도 제대로 못하고.,0,0,0,1,0,1,0,0,0,0
여자가 마랴~ 출근할때 화장도 좀 하고 치마도 좀 입고 다녀야 회사 다닐 맛 나지,0,0,0,1,0,0,0,0,0,0
여자가 경찰해서 뭐하냐 힘도 못쓰는데,0,0,0,1,0,0,0,0,0,0
지잡 주제에 아는 척은 나가 디져.,0,0,1,0,0,0,0,0,0,0
며칠전에 감기기운이 있어서 내과에 가딴말이야 근데 주사를 맞는데 간호사가 남자더라.. 좀 그랬음.. 남자간호사라니..,0,0,0,1,0,0,0,0,0,0
자기는 여자니까 집에서 애들이나 잘 키워. 돈은 남편인 내가 버는 게 낫지,0,0,0,1,0,0,0,0,0,0
여자랩퍼는 파워가 없다.,0,0,0,1,0,0,0,0,0,0
풀쪼가리만 먹으니 그 모양이지.,0,0,1,0,0,0,0,0,0,0
서양인들 체구가 다 큼 ㄷㄷ,1,0,0,0,0,0,0,0,0,0
남자들은 다 그럼 뭐만 차별 있다고 하면 군대다녀와라 여자도 군대가야된다 군무새 천지임 대깨군이냐고 군대안다녀왔으면 말할 껀덕지도 없겠네,0,0,0,1,0,0,0,0,0,0
여자들은 너무 예민한 듯;,0,0,0,1,0,0,0,0,0,0
상사중 노처녀 있음 히스테리 못 피함,0,0,0,1,0,0,0,0,0,0
개시인데 재수없게 여자야!,0,0,0,1,0,0,0,0,0,0
꼴페미 거르는 법 알려준다. 머리는 짧고 남자처럼 입고 다니면 백퍼 꼴페미에 레즈임 반박불가 믿고 걸러야하는 멧퉤지임,0,0,0,1,0,0,0,0,0,0
남자가 화장을 하다니...세상이 어떻게 돌아가는건지,0,0,0,1,0,0,0,0,0,0
하루종일 걸었더니 다리가 부러지겠네,1,0,0,0,0,0,0,0,0,0
김치녀라는 말에 기죽지말자 걍 당당하게 살어 돈밝히는게 뭔죄라고,0,0,0,1,0,0,0,0,0,0
일본 사람 이세요?,1,0,0,0,0,0,0,0,0,0
남자면 그냥 해도 될텐데 고집을 많이 부리네요. 불편해도 좀 참아야 다들 편한데,0,0,0,1,0,0,0,0,0,0
장애인들은 무슨 정신병자 같아!,0,0,1,0,0,0,0,0,0,0
남자가 기지배같이 머리가 그게 뭐냐,0,0,0,1,0,0,0,0,0,0
우리 회사에도 일하는 흑인분 있음,1,0,0,0,0,0,0,0,0,0
고졸인데도 생각보다 일을 잘하네?  학사 출신들보다도 나은데?,1,0,0,0,0,0,0,0,0,0
탈모 조짐 보이네 관리좀,1,0,0,0,0,0,0,0,0,0
나는 아직까지 남자가 여자를 보호해줘야하는 시대를 살고있다고 생각한다,0,0,0,1,0,0,0,0,0,0
남자가 쪼잔하게 그것도 이해못해주고 ㅉ,0,0,0,1,0,0,0,0,0,0
진짜 국어국문학과 학생들은 굶어 죽기 딱 좋다. 백수예약임.,0,0,1,0,0,0,0,0,0,0
"화장도 하고 좀 꾸미고 다니지, 너는 왜 화장도 안하고 다녀?",1,0,0,0,0,0,0,0,0,0
여자는 25살 넘으면 끝이지 뭐ㅋㅋ,0,0,0,1,0,0,0,0,0,0
레즈비언들 서로 몸 비비는거 보니까 토할거 같더라,0,0,0,0,1,0,0,0,0,0
여자가 몸가짐을 조심히 해야지 무슨 사내새끼마냥 뛰어다니네.,0,0,0,1,0,0,0,0,0,0
대졸이상 아니면  공부했다고 하지마,0,0,1,0,0,0,0,0,0,0
여자 서비스직이면 안경은 당연히 벗어야지.,0,0,0,1,0,0,0,0,0,0
서양인들은 매운걸 잘 못먹나?,1,0,0,0,0,0,0,0,0,0
어제 남친이랑 밥먹으러 레스토랑 갔거던? 근데 거기 서빙하는 사람이 진짜.. 이렇게 표현하면 좀 그렇지만 뭔가 레스토랑이랑 안맞더라.. 나름 비싼곳이었는데... 얼굴이 좀 그랬어.. 뭔가 이런곳이랑 잘 안맞는? 무슨느낌인지 알지?,0,0,1,0,0,1,0,0,0,0
이젠 지들 자식에게도 채식 강요하네 쿵쾅이들같이 생긴 페미들아 니네 애들이 불쌍하다,0,0,1,0,0,0,0,0,0,0
중국놈 빤스를 입었나 왜 그렇게 의심이 많아,0,0,0,0,0,0,0,1,0,0
식물인간으로 살 바에는 그냥 죽는게 낫지 않나? 여러 사람 힘들게 하지 말고..병원비만 해도 얼마야...그만끝나지,0,0,1,0,0,1,0,0,0,0
충청도 사투리 너무 귀엽지 않아? 그랬어유~,1,0,0,0,0,0,0,0,0,0
노래 너무 잘하고 멋있어,1,0,0,0,0,0,0,0,0,0
여자는 섹시해야지 잘 나가,0,0,0,1,0,0,0,0,0,0
님은 쌍수하면 마기꾼은 가능할 듯,0,0,1,0,0,0,0,0,0,0
남자는 힘이 세야 남자지.,0,0,0,1,0,0,0,0,0,0
"개나 소나 전부 공무원 한대. 솔직히 일반행정공무원은 행정학 전공자가 해야 하는 거 아니야? 옛날에는 5급이 대졸, 7급 전문대졸, 9급 고졸이 응시하는 시험이었다며?",0,0,1,0,0,0,0,0,0,0
"상추에 쌈장만 넣고 쌈 싸먹는데, 고기 없이 뭔 맛으로 먹냐는 친구 말이 생각나네.",1,0,0,0,0,0,0,0,0,0
요즘 신입들은 위아래도 없고 자기만 알아서 문제다.,0,0,0,0,0,0,1,0,0,0
꼴페미들이 의견 주장하는 방식이 다 그렇지 뭐 빼애액 소리만 지르면 다 해결되는 줄 아나,0,0,0,1,0,0,0,0,0,0
페미니스트들은 한년도 남김없이 벼락맞고 뒤졌으면 좋겠다,0,0,0,1,0,0,0,0,0,0
아 여자면 여자답게 조신하게 좀 할 것이지 진짜 칠칠맞네.,0,0,0,1,0,0,0,0,0,0
냄새 오지게 나네 버거놈들,0,0,0,0,0,0,0,1,0,0
50kg 넘으면 여자도 아니라고 하는데 남자들은 180 안넘으면 그게 사람이냐?,0,0,0,1,0,0,0,0,0,0
내가 만난 짱개들은 대부분 더럽던데,0,0,0,0,0,0,0,1,0,0
여자는 집에서 밥이나 하시고ㅎ 여자가 어디 감히 남자가 말하는데 의견을 내노ㅋ,0,0,0,1,0,0,0,0,0,0
어떻게 된게 남자들은 하나같이 안여돼네,0,0,0,1,0,0,0,0,0,0
이번에 페미 시장 뽑을사람 있냐,0,0,0,1,0,0,0,0,0,0
어쩐지 걔 뭐 하는거 마다 꽉 막혀있더만 알고보니까 전라디언.,0,0,0,0,0,0,0,0,0,1
여자가 어디서 하늘같은 남편한테 따박따박 대들어,0,0,0,1,0,0,0,0,0,0
지잡대 출신들은 그냥 입 다물었으면 좋겠다.,0,0,1,0,0,1,0,0,0,0
물리적인 성별에 관계없이 사람이 사람을 좋아하는게 잘못인가?,1,0,0,0,0,0,0,0,0,0
여자임? 뷰지임?,0,0,0,1,0,0,0,0,0,0
짬을 똥구멍으로 먹었네,0,0,0,0,0,1,0,0,0,0
남자가 화장을 하니깐 게이같아 재수없어,0,0,0,1,1,0,0,0,0,0
지금 커밍아웃한거니? ㅎㅎㅎ,1,0,0,0,0,0,0,0,0,0
여자는 이래서 안돼,0,0,0,1,0,0,0,0,0,0
남자가 뭐 그런 일로 울고 그러냐.,0,0,0,1,0,0,0,0,0,0
남자들은 항상 술먹으면 가오를 잡더라,0,0,0,1,0,0,0,0,0,0
여자들은 운전하지말고 집에서 밥이나 해야지 뭐,0,0,0,1,0,0,0,0,0,0
일본 원숭이들 생긴 것 하고는.,0,0,0,0,0,0,0,1,0,0
학력이 대졸이던지 고졸이던지간에 그냥 사람 노릇하고 살면 되는거 같은데 아닌가.,1,0,0,0,0,0,0,0,0,0
저 대학생은 성실하네.,1,0,0,0,0,0,0,0,0,0
저런 정신나간 새끼는 정신병원에 쳐 넣어야해,0,0,0,0,0,1,0,0,0,0
안내데스크는 무조건 얼굴이지 스펙 필요없음,0,0,1,0,0,0,0,0,0,0
