text,clean,개인지칭,기타혐오,성별,성소수자,악플욕설,연령,인종국적,종교,지역
오늘 어떤 할머님 짐 들어 드렸는데 넘 뿌듯했어요,1,0,0,0,0,0,0,0,0,0
흑인들은 백인이나 황인에 비해 피부색이 어둡다.,1,0,0,0,0,0,0,0,0,0
그 여자는 살도 찌고 통통한걸 보니 자기 관리를 못하더라 그런 사람이 일은 제대로 할까,0,0,0,0,0,1,0,0,0,0
베지테리언들은 얼마나 건강히 오래살고싶은거냐 노이해,0,0,1,0,0,0,0,0,0,0
병신새끼 대가리 터짐? 아니면 무뇌증환자인ㄱ가 존나 한마디했다고 발작하네 ㅋㅋㅋㅋㅋㅋㅋ 니는 평생 장애인처럼 살아라,0,0,1,0,0,1,0,0,0,0
이렇게 징그럽게 생긴 닭발을 어쩜 그리 잘 먹는거지,1,0,0,0,0,0,0,0,0,0
조권은 어떻게 하이힐을 신고 잘 걸을수가 있는거지? 신기함,1,0,0,0,0,0,0,0,0,0
어디 고졸 따까리들이 이래라 저래라야. 시끄러워 죽겠네 좀 그냥 시키면 시키는대로 하고.. 의견도 내지 말고 구르라는 대로 구르면 쉬울 거 아냐,0,0,1,0,0,1,0,0,0,0
시골에서 올라왔으면서 서울 오래 살았다고 서울사람이라고 ㅈㄹ하는거 ㅈㄴ 꼴뵈기,0,0,0,0,0,1,0,0,0,0
진짜 뚱땡이들은 작작 좀 쳐먹고 운동 좀 하자. 못생긴건 어쩔수 없지만 진짜 저 배는 좀 아니지 않냐. 자괴감도 안드나.,0,0,1,0,0,0,0,0,0,0
쟨 진짜 발암 유발 작작 해야 됨 쟤같은 조원만 없어도 조별 과제하다가 암 걸려서 실려나오는 학생들 반으로 줄어들 듯,0,0,0,0,0,1,0,0,0,0
미술 전공했으면 공부는 못하는데 집에 돈은 많았나보네 ㅋㅋ,0,0,1,0,0,1,0,0,0,0
경상도 방언은 처음 들으면 싸우는 줄 알지만 알고보면 일상적인 대화를 하는 것이다.,1,0,0,0,0,0,0,0,0,0
상사중 노처녀 있음 히스테리 못 피함,0,0,0,1,0,0,0,0,0,0
"장애충들 오늘 길막고 시위하는거 봄, 재수없음 누가 그런 장애 가지고 태어나랬나 왜 불편하게 하는지 모르겠음",0,0,1,0,0,1,0,0,0,0
강원도 출신이면 감자랑 옥수수만 먹어본거 아님??? 아니면 강냉이만 먹어본거임??,0,0,0,0,0,0,0,0,0,1
저런 정신나간 새끼는 정신병원에 쳐 넣어야해,0,0,0,0,0,1,0,0,0,0
경상도 인간들 서울올라와서도 사투리 안고치는 똥고집 알아줘야됨,0,0,0,0,0,0,0,0,0,1
아 중궈들 제발 자기네 나라로 돌아갔으면 더럽고 시끄러워,0,0,0,0,0,1,0,1,0,0
엽떡에 소세지랑 중국당면 추가라니 진짜 맛잘알이다.,1,0,0,0,0,0,0,0,0,0
쪽바리나 짱깨들이나 거기서 거기지 ㅉㅉㅉ,0,0,0,0,0,0,0,1,0,0
까만 피부에 대해서 까맣다고 말하는것도 잘못인건지 전 잘 모르겠어요. 이런 부분에 대해서 배운적이 없어서 인가요?,1,0,0,0,0,0,0,0,0,0
짱깨들 안 뒤지냐,0,0,0,0,0,0,0,1,0,0
머리는 텅텅 빈것이 평생 남들 돈이나 감정 빨아 먹으면서 기생충 처럼 살거라.,0,0,0,0,0,1,0,0,0,0
딴 여자처럼 치마 좀 입었으면 좋겠네,0,0,0,1,0,0,0,0,0,0
충청도에도 영화관이나 그런게 있음?,0,0,0,0,0,0,0,0,0,1
요즘 게이가 되버린거같아.,1,0,0,0,0,0,0,0,0,0
성별로 차별하지 않으면 좋겠어요.,1,0,0,0,0,0,0,0,0,0
그 나이에 아르바이트하는게 참 자랑이다.,0,0,1,0,0,1,0,0,0,0
아빠가 집안을 위해 너무 희생하는 거 같아서 마음이 아파.,1,0,0,0,0,0,0,0,0,0
무슨 자신감으로 다니지 ㅋㅋㅋ나같으면 이미 얼굴 다 갈아엎었다,0,0,1,0,0,1,0,0,0,0
역시 착한짱깨는 죽은짱깨지라,0,0,0,0,0,0,0,1,0,0
호모 호모 하지 마세요. 호모사피엔스 기분 나빠요.,0,0,0,0,0,0,0,0,0,0
국어국문학과는 졸업과 동시에 실업이라면서요?,0,0,1,0,0,0,0,0,0,0
와 진짜 배튀어나온거 극혐 살좀빼길,0,0,1,0,0,1,0,0,0,0
영문학과니까 영어를 잘하겠지?,0,0,1,0,0,0,0,0,0,0
ㅈ만한 나라에서 뭔 남의동네 욕이고 ㅉ 그놈이 그놈이지..,0,0,0,0,0,1,0,0,0,0
못생긴 것들 tv 안나왔음 함,0,0,1,0,0,1,0,0,0,0
정신병자세요? 왜 말귀를 못 알아쳐먹어;,0,0,0,0,0,1,0,0,0,0
어쩐지 하는게 게이같다 했더니 더럽네.,0,0,0,0,1,1,0,0,0,0
야 돼지고기안먹음 알라가 널 봐준대냐? 유난도 정도껏좀.,0,0,0,0,0,1,0,0,1,0
저것봐라 애자네 장애자 ㅋㅋ,0,0,1,0,0,0,0,0,0,0
라떼충들이 하는 얘기는 씨발라 먹을 얘기 뿐이다.,0,0,0,0,0,0,1,0,0,0
저 일반분은 연예인해도 되겠는데? 얼굴도 조막만한게 잘생겼네,1,0,0,0,0,0,0,0,0,0
나이가 40을 넘었으면 집 한채는 있어야지,1,0,0,0,0,0,0,0,0,0
진짜 너는 성형외과에서도 도저히 견적이 안나오는 빻은 얼굴이다,0,0,1,0,0,1,0,0,0,0
옛말 틀린 거 하나도 읍다. 암탉이 울면 집안 망하는 거지. 나라꼴 잘 돌아간다.,0,0,0,1,0,0,0,0,0,0
정말 수지는 TV화면보다 실물이 더 예쁜거 같아. 저번에 가까이서 얼굴 본적 있는데 심쿵해서 미치는줄 알았어.,1,1,0,0,0,0,0,0,0,0
얼굴에 분화구가 생겼네요.,0,0,1,0,0,1,0,0,0,0
저 병신새끼가저 병신새끼가,0,0,0,0,0,1,0,0,0,0
중국놈들은 더러워,0,0,0,0,0,0,0,1,0,0
민초 개극혐. 민초 누가 좋아한다고 자꾸 제품만드냐.,0,0,1,0,0,0,0,0,0,0
경상도년들 오빠야~ 이 지랄 하는 거 다 남자 꼬실려는 목적이다. 진심 토나옴.,0,0,0,0,0,0,0,0,0,1
백인들이 흑인들에 비해 외관상 보기에 훨씬 좋아보이는 건 사실이잖아요. 피부색만으로 사람을 평가하면 안 된다는 의견에는 동의하지만 현실적으로 백인들은 외모부터가 너무 우월해요. 외모 좋으면 사회에서 더 유리한 위치에 가기 쉽다는 것도 우리 모두 알잖아요.,0,0,0,0,0,0,0,1,0,0
여자는 조신하게 집에서 밥이나 해라,0,0,0,1,0,0,0,0,0,0
문과 새끼들은 문송합니다 해야지 어디 황족 이과한테 기어오를라고 하냐 대가리 나쁜 새끼들이 싹다 문과가는거임,0,0,1,0,0,1,0,0,0,0
돌아버리겠네. 오늘따라 왜 이렇게 머리가 안 돌아가냐. 치매걸렸나.. 문장은커녕 적절한 단어조차 생각이 안 나.,1,0,0,0,0,0,0,0,0,0
전라도 빨갱이들은 생각이 없어,0,0,0,0,0,0,0,0,0,1
어우 와꾸봐 쿵쾅이네쿵쾅 걸어봐 쿵쾅쿵쾅~!,0,0,1,0,0,1,0,0,0,0
아 진짜 치매 걸린 것도 아니고 금붕어새끼마냥 지가 쓴 말도 기억을 못하노 ㅋㅋ,0,0,1,0,0,1,0,0,0,0
와 미친 정신병자자새끼,0,0,0,0,0,1,0,0,0,0
뱃살에 파묻혀 ㄱㅊ는 보이긴하냐?,0,0,1,0,0,1,0,0,0,0
이 장애인 새끼가 게임을 발로하나? 너때메 지금 암걸림,0,0,1,0,0,1,0,0,0,0
전라도 출신이 음식을 잘하지,0,0,0,0,0,0,0,0,0,1
오이 알러지가 있어서 매우 슬프다.,1,0,0,0,0,0,0,0,0,0
문과생은 죽어라 외우기만 해야될듯 ㄷㄷ,0,0,1,0,0,0,0,0,0,0
컴퓨터 공학과를 나온 사람들은 컴퓨터에 대해 잘 아나?,1,0,0,0,0,0,0,0,0,0
중국인이란 말은 없는 말이다. 중국에는 인간이 없기 때문이다.,0,0,0,0,0,0,0,1,0,0
고졸인거 보면 실력은 뻔하지 뭐.,0,0,1,0,0,0,0,0,0,0
룸싸 한번도 안간 한남 누가 있다고,0,0,0,1,0,0,0,0,0,0
야 지잡대 출신이 설치냐,0,0,1,0,0,0,0,0,0,0
나이를 50이나 쳐먹었으면 나이값을 해야지?,0,0,0,0,0,1,1,0,0,0
으 성형 겁나 많이했나봐,0,0,0,0,0,1,0,0,0,0
틱을 보이는 때에는 그런 행동을 하는 것에 초점을 두고 아이가 그런행동을 하지 않도록 몰아 부치는 경우가 있다. 하지만 이런 행동은 오히려 틱을 악화 시킬수 있으므로 지양하고 관련된 전문가를 바로 찾아 상담을 받아야한다.,1,0,0,0,0,0,0,0,0,0
고향이 전라도세요?,1,0,0,0,0,0,0,0,0,0
풀때기만 먹는다고 니들이 더 오래살것 같냐? 고기 맛 한번 보여주면 아마 집안에 파리 한마리 안 남아날거 같은데,0,0,0,0,0,1,0,0,0,0
아 똑바로 걸어 병신처럼 보이잖아.ㅋㅋㅋ장애있냐 진짜 다리에. 그만 좀 넘어져라,0,0,1,0,0,1,0,0,0,0
쪽빠리 새끼들아 조용히해라,0,0,0,0,0,0,0,1,0,0
저거 돼지야 뭐야 어디다 쓰겠어,0,0,0,0,0,1,0,0,0,0
경상도 한남들이 그렇게 성매매 많이한다는게 실화? 집에서 배운게 가부장이라 결혼하면 손하나 까딱 안한대ㅋㅋ 결혼하면 여자는 거의 노예 아니냐,0,0,0,0,0,0,0,0,0,1
저거 다 화장발임 저번에 잠깐 쌩얼 나온거 보니까 못봐주겠더만,0,0,0,0,0,1,0,0,0,0
한국인의 힘은 대단해요,1,0,0,0,0,0,0,0,0,0
서울과 경기 끄트머리에 살고있다,1,0,0,0,0,0,0,0,0,0
호주 옛날에 영국 죄수들 가둬놓는 수용소였음. 그니까 따지고 보면 호주놈들 다 범죄자의 후손임.,0,0,0,0,0,0,0,1,0,0
다운증후군들도 일자리가 있나염??,0,0,1,0,0,0,0,0,0,0
여자들의 적은 여자들이라고 서로 못 잡아 먹어서 난리,0,0,0,1,0,0,0,0,0,0
침 질질 흘리는거 보니까 너 혹시 정신지체 장애냐?,0,0,1,0,0,1,0,0,0,0
와꾸 빻은 놈들이 길거리에 얼굴 들고 당당하게 걷는거 보면 살인 충동 든다,0,0,1,0,0,1,0,0,0,0
거울이나 보고 말하세요ㅋ,0,0,0,0,0,1,0,0,0,0
못생긴게 자꾸 티비나와서 티비보기 싫어지게 하네,0,0,0,0,0,1,0,0,0,0
솔직히 말해서 옷 입은거 리뷰해달라고 하는데 얼굴이 그렇게 생겨가지고는 옷도 리뷰 못해주겠다,0,0,0,0,0,1,0,0,0,0
사지병신새끼가 앉아서 키보드는 어떻게 치고 있냐? 손가락 장애라서 오타 존나 많이 나는 듯. 손병신이라 발가락으로 치냐?,0,0,0,0,0,1,0,0,0,0
병신아 하반신마비여서 아랫도리가 서겠냐,0,0,0,0,0,1,0,0,0,0
고기를 그렇게 쳐먹으니까 살이 찌지,0,0,1,0,0,0,0,0,0,0
왜 수영종목은 백인이 우수하고 육상종목은 흑인이 잘할까?? 그게 늘 궁금하긴 함,0,0,0,0,0,0,0,1,0,0
전라도 벌교인가? 그 동네 애들은 거진 절반은 깡패라며?,0,0,0,0,0,0,0,0,0,1
와 말하는 거만 보면 대가리 텅텅 빈 티 나길래 당연히 고졸인 줄,0,0,1,0,0,1,0,0,0,0
애새끼도 아니고 ㅋㅋㅋㅋ나이 서른먹고 나잇값 못하냐,0,0,0,0,0,1,1,0,0,0
역시나 경상도에서 온 사람이군,0,0,0,0,0,0,0,0,0,1
요즘은 글로벌 시대라서 그런지 다양한 인종들이 모두 가족처럼 연결되어 있는 것 같은 느낌이 들어 좋은 것 같아요,1,0,0,0,0,0,0,0,0,0
짱깨는 혐오의 의미가 담긴 표현이니까 쓰지 말아줘,1,0,0,0,0,0,0,0,0,0
니 고기 안처먹을거면 니 새끼라도 처먹여라 애들은 무슨 죈데,0,0,0,0,0,0,0,0,0,0
다양한 영양소를 섭취할 수 있도록 골고루 먹는 식습관이 건강관리에 도움이 됩니다.,1,0,0,0,0,0,0,0,0,0
얼굴 진짜 못생기고 뚱뚱하다. 냄새날 것 같음  솔직히 인간이면 성형도 좀 하고 살도 빼야지 저러고 돌아다니냐 예의가 없네,0,0,0,0,0,1,0,0,0,0
평양은 냉면이 유명하지 않아?,1,0,0,0,0,0,0,0,0,0
저 새끼 와꾸는 왜 저 지랄났냐 눈 썩은듯,0,0,1,0,0,1,0,0,0,0
비전공자에 관련서적 읽어본 적도 없으면서 나대는거 진짜 한심해보임. 할 짓이 그렇게 없나 들어가서 발 닦고 잠이나 자시길,0,0,0,0,0,1,0,0,0,0
팔뚝살 떨리는거봐 날아가겠네,0,0,0,0,0,1,0,0,0,0
하 슈벌탱 이래서 고졸따리 새끼들이 안된다니까 뇌에 우동사리만 가득 차가지고 개 빡대가리 새끼들,0,0,1,0,0,1,0,0,0,0
그렇게 처 먹으니 돼지라고 불리지,0,0,1,0,0,1,0,0,0,0
경남 밀양 놈들은 죄다 강간범으로 보면 되지 않을까?,0,0,0,0,0,0,0,0,0,1
그러니까 병신 소리 듣는 거야 이 병신아,0,0,0,0,0,1,0,0,0,0
언니 착용하신 귀걸이 너무 예뻐요.,1,0,0,0,0,0,0,0,0,0
머리에 피도않마른 젊은놈이 간도크게 이런일을해!,0,0,0,0,0,1,1,0,0,0
초등학교는 어디 나오셨어요?,1,0,0,0,0,0,0,0,0,0
"장애인들이 만든 물건들이 기부 목적으로 판매되고 있는데 일반인들이 왜 그 물건을 사서 도와줘야하는지 모르겠음
자신들이 조심하지 못해서 장애판정을 받은 사람들은 자업자득이지않나 ",0,0,1,0,0,1,0,0,0,0
ㅇㅇ이 역시 학력 위조 수준이라 그런지 국어 독해수준이 떨어지고 어휘구사능력도 많이 떨어지네 ㅇㅇㅇ랑 비교하면 이것도 학력차별인가,0,0,0,0,0,1,0,0,0,0
쟤들은 남자애들이라 거칠게 놀아,0,0,0,1,0,0,0,0,0,0
인턴은 10분 먼저 나와서 일하고 10분 늦게 퇴근하는건 가장 기본인데 그걸 모르니 아직도 그 나이에 인턴이나 하지,0,0,0,0,0,1,1,0,0,0
지가 일 년 빨리 들어왔다고 뭘 그리 잘 나서 나대는거야? 맨날 상사한테 혼나기나 하는 주제에,0,0,0,0,0,1,0,0,0,0
한창 고기 먹어야 할 애들한테 비건 강요하는거 아동학대임. 나는 비건이 이래서 싫더라ㅋㅋ 지만 안먹으면 되는거지 왜 남한테 고기 먹지 말라고 강요하냐고.  저런 부모 밑에서 클 애들이 불쌍하다 어휴,1,0,0,0,0,0,0,0,0,0
생각보다 우리 주변에 아픈 분들 많이 계심,1,0,0,0,0,0,0,0,0,0
눈이 삐었구나? 똑바로 좀 보고다녀.,0,0,0,0,0,1,0,0,0,0
남자가 쪼잔하게 그것도 이해못해주고 ㅉ,0,0,0,1,0,0,0,0,0,0
러쉬 매장가면 게이 보기 존나 쉬워 거기 알바하는 남자들은 게이이야 레즈는 숏컷하고 손톱 짧으면 백퍼고 게이는 어머 말모말모 이런 말투 쓰면서 러쉬에서 알바하면 백퍼임,0,0,0,0,1,0,0,0,0,0
뇌가리에 똥만 찼냐 빡대가리 새끼야 지능 수준보소,0,0,1,0,0,1,0,0,0,0
맞벌이도 해야 되고 애도 낳아야 되고 살림도 하고 처 돌았다고 니랑 사냐,0,0,0,0,0,1,0,0,0,0
어디서 다리ㅄ새키가 저런델 들어가려고해 ㅋㅋ 솔직히 저런사람들이랑 같은 공간에 있는것도 싫음,0,0,1,0,0,1,0,0,0,0
같이 밥먹으면 밥맛떨어져 깨작거리지 좀 마,0,0,0,0,0,1,0,0,0,0
ㅇㅇ이는 모델치고는 좀 살집이 있는 편이야,0,1,0,0,0,1,0,0,0,0
우리 회사 꼰대들 다 회사 컴퓨터로 골프티비나 보고 있으면서 돈은 더 받아 쳐먹으려고 야근까지 올리더라 ㅋ 진짜 그냥 나이 40 넘으면 다 짜르고 그 돈으로 젊은 애들이나 더 쓰자,0,0,0,0,0,0,1,0,0,0
홍어들이 다 그렇지 전라도 것들 맨날 시끄러움,0,0,0,0,0,0,0,0,0,1
이목구비 두 세개 뜯어고친다고 남자친구 생기는거아님ㅋㅋ 그냥 다시태어나라,0,0,1,0,0,1,0,0,0,0
생긴게 너무 없이 생기지 않았나 싶다.,0,0,1,0,0,1,0,0,0,0
역시 영국 신사의 나라임 발음부터 젠틀하다,1,0,0,0,0,0,0,0,0,0
나이도 어린게 반말찍찍 뱉네,0,0,0,0,0,1,1,0,0,0
달팽이 처 먹으면서 개 먹는다고 지랄이냐,0,0,1,0,0,1,0,0,0,0
사람이 꼭 고기를 먹어야만 살 수 있는 건 아니야,1,0,0,0,0,0,0,0,0,0
앞머리를 덮어도 까도 잘생긴 우리 OO! 흥하자!!,1,0,0,0,0,0,0,0,0,0
인도놈들은 진짜 카레먹을때나 재빠르지 아주 게을러 터졌다니까? 맞아야 일을 해,0,0,0,0,0,0,0,1,0,0
야이 돼지야 아무리 먹어도 너처럼은 안되겠다,0,0,1,0,0,1,0,0,0,0
"ㅋㅋㅋ 아놔...
꼴에 그것도 대학이라고 지잡대나 고졸이나 한끗차이 아냐? ㅋㅋㅋ",0,0,1,0,0,1,0,0,0,0
인구구조로 인해 베트남인들의 평균 연령은 낮은 편이야.,1,0,0,0,0,0,0,0,0,0
"못 먹는 것도 있어? 음식 알레르기 그거 편식해서 그냥 안 먹는 거 아냐? 자꾸 먹어봐, 먹다 보면 익숙해져.",1,0,0,0,0,0,0,0,0,0
내가 이민 간 곳은 흑인이 70% 정도 거주하고 있어.,1,0,0,0,0,0,0,0,0,0
그나마 흑형은 좀 나은 거 아님?? 원래 깜둥이잖아,0,0,0,0,0,0,0,1,0,0
비만 오면 수술부위가 아프다.,1,0,0,0,0,0,0,0,0,0
저렇게 말하는거 진짜 발암,0,0,0,0,0,1,0,0,0,0
그렇게 깨작깨작 쳐먹는게 난 제일 꼴보기 싫어,0,0,0,0,0,1,0,0,0,0
중국인들 미국한테 핵 맞고 다 뒤졌으면 좋겠다. 인류에 도움이 안되는 새끼들임. 착한 짱개는 죽은 짱개뿐.,0,0,0,0,0,1,0,1,0,0
성형도 작작해야지 좀있으면 성괴될듯,0,0,1,0,0,1,0,0,0,0
병신짓거리 하고 있네 정신나갔으면 병원에나 가라,0,0,0,0,0,1,0,0,0,0
"돈도 없고 장애를 알면 애를 지워야지. 싸질러 놓고는, 여기가 어디라고 학교를 세우라고 난리 피워. 재수 없게 땅값 떨어지게.",0,0,1,0,0,1,0,0,0,0
솔직히 지적장애 애들이랑 같이 있으면 나도 같이 수준 낮아지는 느낌 든다니까 걍 애임. 지 맘에 안들면 일단 울고 시작함. 레알 한번 같이 있어봐라. 진짜 머가리 터지는 느낌,0,0,1,0,0,1,0,0,0,0
4년제랑 전문대 졸이랑 당연히 투자한 시간이 다른데 연봉 차이는 당연하다고 생각해.,1,0,0,0,0,0,0,0,0,0
여자라고 고분고분해야되냐,1,0,0,0,0,0,0,0,0,0
공부 못해서 지잡 가놓고 가난코스프레 하고 있네,0,0,1,0,0,0,0,0,0,0
그렇게 말하는 너같은 애들이 조현병자들이야 알겄냐,0,0,1,0,0,1,0,0,0,0
나이 먹은게 무슨 벼슬이냐? 꼰대새끼들 지랄하고 있어. 라떼는 말이야 시전하면서 아는 척 오지게 하는데 죽여버리고 싶네.,0,0,0,0,0,1,1,0,0,0
대가리에 똥만 찬 xx야 장식으로 달고 다니냐?,0,0,0,0,0,1,0,0,0,0
와. 너 비건이야? 완전 대단해! 고기를 자제하는 식단을 선택하기까지 수많은 고민이 있었을텐데.. 정말 대단하다. 네 결정의 움직임은 훗날 미래에 큰 이로움을 줄거야!!!,1,0,0,0,0,0,0,0,0,0
으 난 고기먹는 사람들 잔인하고 무식해보임. 징그럽잖아 살육자같고 자기들이 다른 종족한테 잡아먹힌다고 생각해도 고기를 먹을수 있는지..,0,0,0,0,0,0,0,0,0,0
낼 마트 기저귀 엄청 세일함 기저귀 사러온 엄마들로 마트 터져 나갈지도 모르니까 다른 날 이용해,1,0,0,0,0,0,0,0,0,0
당근 안 먹는 새끼 이해 안감,0,0,1,0,0,1,0,0,0,0
그래도 우리 동네엔 특수학교는 반대에요 ㅠㅠ,1,0,0,0,0,0,0,0,0,0
한남새키들 가서 정수기 물통이나 갈어 할줄아는게 그딴거 밖에 없는놈들,0,0,0,1,0,0,0,0,0,0
미국인 친구가 이번에 서울 놀러왔는데 내가 너무했나? 맛집으로 데려가려고 메뉴 짜보니까 김치찌개 같은 다 매운거야. 아무래도 매운거 못먹겠지?,0,0,0,0,0,0,0,1,0,0
쉐이크에 감자튀김 찍어먹는 것도 강추!,1,0,0,0,0,0,0,0,0,0
으휴 지잡대 다니는게 자랑이냐 그러니까 이모양이지,0,0,1,0,0,1,0,0,0,0
귀가 먹었나 왜 못알아들음? 정말 답답,0,0,1,0,0,1,0,0,0,0
민초 먹는놈들은 대가리가 빈거야,0,0,0,0,0,1,0,0,0,0
고기를 안먹고 어떻게 살아요,1,0,0,0,0,0,0,0,0,0
병신인증하지말고 제발 조용히하자,0,0,0,0,0,1,0,0,0,0
더럽고 미개하고 무식한 짱깨 새끼들 때문에 전세계가 피해를 입네,0,0,0,0,0,1,0,1,0,0
쟤는 다리병신도 아니면서 왜 자꾸 넘어지는거야.,0,0,0,0,0,1,0,0,0,0
대학을 안나와서 니가 그따구로 사는거야!,0,0,1,0,0,1,0,0,0,0
씨바 살찐거봐라 저게 사람새끼냐?,0,0,1,0,0,1,0,0,0,0
"고기 먹는 사람들은 비도덕적이고, 야만적임.",0,0,1,0,0,1,0,0,0,0
아시아 사람들은 키도 작으니 그것도 작겠네,0,0,0,0,0,0,0,1,0,0
먹을생각만 하노. 24시간 내내 쳐먹기만 하는데 걍 다이어트 때려쳐라. 내면이랑 외면 생긴게 똑같은듯ㅋ,0,0,0,1,0,1,0,0,0,0
치킨 없이 사는 세상 무슨 재미 있으리요,1,0,0,0,0,0,0,0,0,0
난쟁이 똥자루같은 새끼가 얼굴은 슈렉같이 생겨서,0,0,1,0,0,1,0,0,0,0
지잡대애들 군기잡는건 멍천ㅇ해서임.,0,0,1,0,0,0,0,0,0,0
"열등분자들은 내 글 안봤으면 하는 바램, 왜냐, 봐도 알아먹지 못할테니까.",0,0,1,0,0,0,0,0,0,0
살이 찐 사람들이 확실히 느릿느릿 하긴함,0,0,0,0,0,1,0,0,0,0
과장 이상이면 다 개쌉꼰대라 답없음,0,0,0,0,0,1,0,0,0,0
미국 사람들은 영어 잘해서 부러움,1,0,0,0,0,0,0,0,0,0
"쪽바리 놈들은 항상 앞에서는 친절한 척하고 뒤로 가서는 남 욕하기 바쁘더라, 미개한놈들 저런놈들하고 같은 지구에 사는게 부끄럽다.",0,0,0,0,0,1,0,1,0,0
양기 새끼들 그냥 냄시 존나남 바닷물에 싹다 넣어서 왁싱해버리고 싶누,0,0,0,0,0,1,0,1,0,0
최근 해외에서 아시아인을 타겟으로 하는 폭력범죄가 빈번하다. 코로나19로 피해를 본 것에대한 보복성 범죄인데 이런식의 분노표출은 또다른 인종차별을 불러일으킬 뿐 도움이 되지 않는다고 생각한다.,1,0,0,0,0,0,0,0,0,0
전라도사람들 보다 더한게 제주도 사람들이라 그랬음 어디 던져나도 지들끼리 똘똘 뭉쳐서 서로에 이익만 챙긴다고 했음.,0,0,0,0,0,0,0,0,0,1
학벌이 좋으면 머함 인성이 싹 그지인데,0,0,1,0,0,0,0,0,0,0
변태게이남이 내 옆에 있으면 조져버릴거야,0,0,0,0,1,0,0,0,0,0
일본놈들은 친절한척 하면서 속은 다 음흉해,0,0,0,0,0,0,0,1,0,0
아니 무슨 바위도 깨서 씹어먹게 생겼구먼 왜 맨날 약한 척??,0,0,1,0,0,1,0,0,0,0
쟤는 눈이 너무 작더라,0,0,0,0,0,1,0,0,0,0
프랑스 사람들은 매일 빵 먹나요?,0,0,0,0,0,0,0,1,0,0
페미니스트 지지하는 남자들 다 여자한테 흑심 품고 지성인인척 깨어있는 척 하는 거 잖아 ㅋㅋ 깨어있어 보이는 본인에 심취해있는거 존웃,0,0,0,1,0,0,0,0,0,0
절름발이 병신이구나,0,0,0,0,0,1,0,0,0,0
"강남은 다 잘 살 것 같지만 그렇지만도 않다. 오래 살다보니 저절로 집 값만 올랐을뿐, 실제 생활수준은 그다지 높지 않은 사람들도 많다.",1,0,0,0,0,0,0,0,0,0
